,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
4152,35015,0.003627232,0.006231399,0.14936756,0.072823661,0.021112351,0,0.060453869,0,0,0.075985863,0,0,0,0.091250854,0.044762846,0.090950462,0.111674046,0.082164924,0.101211411,21093,0.644668847,0.199402645,0.021049637,0.041862229,0.193476509,0.000426682,0.092589959,0.520409615,0.479590385,0.157635234,0.159768644,0.178115963,0.192196463,0.142891006,0.073436685,0.035414593,0.013701228,10354.7526,26.45,37.27722285,21144,2.617934639,32.93180098,10354.7526,26.45,37.27722285,21144,2.617934639,32.93180098,10354.7526,26.45,37.27722285,21144,2.617934639,32.93180098,10354.7526,26.45,37.27722285,21144,2.617934639,32.93180098
4153,35016,0.004850461,0.005658871,0.179453741,0.138421105,0.038800359,0,0.073438903,0,0,0.109291726,0,0,0,0.14927634,0.060155282,0.136594741,0.191236297,0.129669895,0.168395636,379925,0.928433243,0.025304994,0.010341515,0.02439692,0.023436205,0.000157926,0.011365401,0.4827716,0.5172284,0.120868592,0.113880371,0.139511746,0.169854577,0.160244785,0.114419951,0.079055077,0.050546818,12433.32305,30.7,43.58116633,376241,2.676828203,26.52350302,12433.32305,30.7,43.58116633,376241,2.676828203,26.52350302,12433.32305,30.7,43.58116633,376241,2.676828203,26.52350302,12433.32305,30.7,43.58116633,376241,2.676828203,26.52350302
4154,35017,0.00440032,0.009927995,0.13895556,0.106371372,0.029711252,0,0.098516256,0,0,0.100152738,0,0,0,0.126890231,0.067153311,0.126207862,0.151548045,0.109245209,0.145064223,40753,0.839251098,0.06500135,0.003410792,0.059185827,0.062596619,7.36E-05,0.033077319,0.506465782,0.493534218,0.167177876,0.12872672,0.167325105,0.194832282,0.144283856,0.082742375,0.037788629,0.020464751,11299.95055,30.3,37.85978379,41257,2.721053882,26.10139855,11299.95055,30.3,37.85978379,41257,2.721053882,26.10139855,11299.95055,30.3,37.85978379,41257,2.721053882,26.10139855,11299.95055,30.3,37.85978379,41257,2.721053882,26.10139855
4155,35018,0.006082263,0.005169923,0.172888314,0.093058618,0.031703794,0,0.076104311,0,0,0.118147951,0,0,0,0.08985273,0.033989123,0.084131572,0.115983394,0.080011947,0.099736021,18816,0.858843537,0.095078656,0.004411139,0.03082483,0.093696854,0.000106293,0.010735544,0.500531463,0.499468537,0.154177296,0.11506165,0.157844388,0.198448129,0.157684949,0.088541667,0.047353316,0.022374575,11943.76837,29.6,39.27921969,19095,2.664061273,28.41873789,11943.76837,29.6,39.27921969,19095,2.664061273,28.41873789,11943.76837,29.6,39.27921969,19095,2.664061273,28.41873789,11943.76837,29.6,39.27921969,19095,2.664061273,28.41873789
4156,35019,0.002649935,0.004477476,0.16706771,0.120434955,0.030824526,0,0.083945052,0,0,0.078949773,0,0,0,0.122318603,0.061759895,0.112255483,0.150263886,0.105776261,0.140597508,53443,0.727111128,0.199839081,0.028666055,0.022697079,0.185375073,1.87E-05,0.021667945,0.521826993,0.478173007,0.120801602,0.114364837,0.15919765,0.181352095,0.165746683,0.121007428,0.065471624,0.025803192,11142.44006,31.25,42.33173962,52770,2.498497063,33.06738488,11142.44006,31.25,42.33173962,52770,2.498497063,33.06738488,11142.44006,31.25,42.33173962,52770,2.498497063,33.06738488,11142.44006,31.25,42.33173962,52770,2.498497063,33.06738488
4157,35020,0.004544689,0.00639623,0.261235482,0.092577007,0.018852045,0,0.047635078,0,0,0.047635078,0,0,0,0.146295252,0.092463092,0.143834487,0.167246792,0.137389009,0.156020702,7504,0.908981876,0.069296375,0.001066098,0.0070629,0.068763326,0.000133262,0.013459488,0.512526652,0.487473348,0.103678038,0.124333689,0.121401919,0.183768657,0.165911514,0.10967484,0.074360341,0.060900853,9422.188349,25.5,44.51218088,7364,2.692596415,28.54955187,9422.188349,25.5,44.51218088,7364,2.692596415,28.54955187,9422.188349,25.5,44.51218088,7364,2.692596415,28.54955187,9422.188349,25.5,44.51218088,7364,2.692596415,28.54955187
4158,35021,0.005307856,0.006303079,0.166666667,0.181462314,0.046908174,0,0.08160828,0,0,0.104432059,0,0,0,0.102211138,0.03437816,0.093875392,0.130066839,0.090699816,0.113612675,18263,0.961506872,0.024694738,0.003394842,0.008706127,0.023106828,0.000328533,0.001368888,0.497180091,0.502819909,0.118655205,0.111098943,0.11920276,0.168044681,0.17598423,0.127416087,0.076876745,0.049389476,15962.30423,33,43.97051211,18082,2.867880765,23.33911625,15962.30423,33,43.97051211,18082,2.867880765,23.33911625,15962.30423,33,43.97051211,18082,2.867880765,23.33911625,15962.30423,33,43.97051211,18082,2.867880765,23.33911625
4159,35022,0.003554525,0.00531247,0.162445668,0.101864194,0.028919154,0,0.09338356,0,0,0.095817637,0,0,0,0.151538956,0.071830095,0.143405709,0.191595505,0.12178031,0.181479707,73328,0.865072005,0.043939559,0.003845734,0.052121973,0.041784857,0.000136374,0.034884355,0.499440868,0.500559132,0.156011346,0.128313877,0.152765656,0.196896138,0.157047785,0.08157866,0.043325878,0.023019856,9483.057352,28.5,38.66988873,74052,2.860170016,23.49115216,9483.057352,28.5,38.66988873,74052,2.860170016,23.49115216,9483.057352,28.5,38.66988873,74052,2.860170016,23.49115216,9483.057352,28.5,38.66988873,74052,2.860170016,23.49115216
4160,35023,0.008090615,0.011582354,0.1790155,0.153295861,0.035428377,0,0.077158917,0,0,0.092318174,0,0,0,0.148882536,0.061591655,0.15675517,0.169976333,0.125618351,0.173225555,13850,0.979566787,0.006137184,0.001516245,0.007581227,0.005848375,0,0.005198556,0.498700361,0.501299639,0.115234657,0.108808664,0.129963899,0.173068592,0.169747292,0.111841155,0.077761733,0.060288809,10861.77271,28.55,44.5870081,13824,2.644740307,27.22025463,10861.77271,28.55,44.5870081,13824,2.644740307,27.22025463,10861.77271,28.55,44.5870081,13824,2.644740307,27.22025463,10861.77271,28.55,44.5870081,13824,2.644740307,27.22025463
4161,35024,0.00565524,0.004957062,0.158346715,0.09634853,0.035746701,0,0.072121762,0,0,0.099280877,0,0,0,0.071183993,0.025284132,0.071715411,0.085381005,0.057030963,0.085659448,22342,0.793304091,0.170978426,0.012040104,0.016784531,0.166950139,0.00035807,0.006534778,0.504162564,0.495837436,0.152672097,0.103079402,0.144078417,0.198370781,0.167442485,0.096052278,0.056172232,0.02828753,12517.30216,28.3,40.7123402,22528,2.820648082,24.85052379,12517.30216,28.3,40.7123402,22528,2.820648082,24.85052379,12517.30216,28.3,40.7123402,22528,2.820648082,24.85052379,12517.30216,28.3,40.7123402,22528,2.820648082,24.85052379
4162,35025,0.002853881,0.010273973,0.156392694,0.207191781,0.026255708,0,0.094748858,0,0,0.071347032,0,0,0,0.095562684,0.039141414,0.066745656,0.123857624,0.078342618,0.118935098,1909,0.9848088,0.003666841,0.001571503,0.007857517,0.003143007,0,0.002095338,0.540073337,0.459926663,0.055002619,0.088004191,0.11367208,0.148768989,0.182818229,0.167103195,0.131482452,0.08328968,13319.59526,31.5,51.34463158,1900,2.143305263,43.04515789,13319.59526,31.5,51.34463158,1900,2.143305263,43.04515789,13319.59526,31.5,51.34463158,1900,2.143305263,43.04515789,13319.59526,31.5,51.34463158,1900,2.143305263,43.04515789
4163,35026,0.005398386,0.007718851,0.158561072,0.118463925,0.0349272,0,0.083488632,0,0,0.098890265,0,0,0,0.156205859,0.074946467,0.149046178,0.19163351,0.12667129,0.185488002,102647,0.970150126,0.013726655,0.002240689,0.011388545,0.012918059,1.95E-05,0.0024745,0.491451284,0.508548716,0.139692344,0.110543903,0.147904956,0.19044882,0.15841671,0.101629858,0.059738716,0.034204604,10809.09429,28,41.20618067,102044,2.698734957,25.27311846,10809.09429,28,41.20618067,102044,2.698734957,25.27311846,10809.09429,28,41.20618067,102044,2.698734957,25.27311846,10809.09429,28,41.20618067,102044,2.698734957,25.27311846
4164,35027,0.006379737,0.007712817,0.190439916,0.165873167,0.032565226,0,0.071319749,0,0,0.099219196,0,0,0,0.138626536,0.051423849,0.125455373,0.176328791,0.110411237,0.169674156,12519,0.982905983,0.008387251,0.001198179,0.006629923,0.007987858,0,0.000878664,0.513459541,0.486540459,0.121175813,0.10719706,0.122533749,0.185557952,0.180365844,0.099768352,0.075325505,0.05415768,11088.25862,31,43.77527407,12497,2.657669841,28.03486437,11088.25862,31,43.77527407,12497,2.657669841,28.03486437,11088.25862,31,43.77527407,12497,2.657669841,28.03486437,11088.25862,31,43.77527407,12497,2.657669841,28.03486437
4165,35028,0.005513982,0.00571091,0.150551398,0.128790863,0.030129972,0,0.078475778,0,0,0.083792832,0,0,0,0.077599415,0.02917928,0.07340376,0.097569557,0.064275285,0.09185243,20170,0.609766981,0.254833912,0.052999504,0.027069906,0.245166088,4.96E-05,0.055280119,0.513336639,0.486663361,0.135052058,0.122310362,0.156172533,0.178780367,0.159395141,0.110014874,0.0678235,0.02483887,10815.10036,32.4,41.39383428,19430,2.694080803,29.63618631,10815.10036,32.4,41.39383428,19430,2.694080803,29.63618631,10815.10036,32.4,41.39383428,19430,2.694080803,29.63618631,10815.10036,32.4,41.39383428,19430,2.694080803,29.63618631
4166,35029,0.006568516,0.005889015,0.142468856,0.081313703,0.022876557,0,0.065911665,0,0,0.084937712,0,0,0,0.089490422,0.03630363,0.086501736,0.112544326,0.074233515,0.106577297,6279,0.864309603,0.111641981,0.001751871,0.014333493,0.109093805,0.000318522,0.007644529,0.514731645,0.485268355,0.157031374,0.113712375,0.153049849,0.198279981,0.149705367,0.087275044,0.052715401,0.033444816,11185.95295,26.15,39.84133249,6334,2.991468266,22.26315125,11185.95295,26.15,39.84133249,6334,2.991468266,22.26315125,11185.95295,26.15,39.84133249,6334,2.991468266,22.26315125,11185.95295,26.15,39.84133249,6334,2.991468266,22.26315125
4167,35030,0.004379853,0.007863826,0.145530559,0.098845312,0.022098348,0,0.07087398,0,0,0.079036432,0,0,0,0.116681702,0.059251181,0.116142945,0.14131675,0.104042179,0.130012357,15241,0.821205958,0.086936553,0.002690112,0.057148481,0.084574503,0.000196837,0.031822059,0.51249918,0.48750082,0.163047044,0.130437635,0.15530477,0.188307854,0.145462896,0.088314415,0.04396037,0.02657306,10630.00079,25.7,38.74633025,15219,2.878435508,27.07248177,10630.00079,25.7,38.74633025,15219,2.878435508,27.07248177,10630.00079,25.7,38.74633025,15219,2.878435508,27.07248177,10630.00079,25.7,38.74633025,15219,2.878435508,27.07248177
4168,35031,0.005230687,0.009388412,0.141899142,0.166711373,0.033261803,0,0.107430258,0,0,0.116282189,0,0,0,0.126141721,0.051403986,0.127257482,0.151827957,0.098443091,0.154719146,9340,0.95856531,0.021841542,0.000321199,0.014132762,0.02130621,0,0.005139186,0.502034261,0.497965739,0.13875803,0.120877944,0.131477516,0.18137045,0.174304069,0.099785867,0.05620985,0.03608137,11045.11211,28.5,41.21024442,9410,2.83768119,22.32024442,11045.11211,28.5,41.21024442,9410,2.83768119,22.32024442,11045.11211,28.5,41.21024442,9410,2.83768119,22.32024442,11045.11211,28.5,41.21024442,9410,2.83768119,22.32024442
4169,35032,0.006904833,0.012308616,0.186730711,0.249774842,0.028519964,0,0.0621435,0,0,0.083158211,0,0,0,0.128133333,0.072552448,0.115312071,0.150966184,0.120048309,0.138095238,3749,0.98666311,0.007468658,0.000266738,0.003734329,0.006935183,0,0.001867165,0.523873033,0.476126967,0.088290211,0.094958656,0.122699387,0.171779141,0.178447586,0.132568685,0.102160576,0.074686583,11626.3651,30.3,48.02169128,3725,2.575079195,31.67653691,11626.3651,30.3,48.02169128,3725,2.575079195,31.67653691,11626.3651,30.3,48.02169128,3725,2.575079195,31.67653691,11626.3651,30.3,48.02169128,3725,2.575079195,31.67653691
4170,35033,0.005944001,0.011731581,0.18160488,0.1498514,0.039574535,0,0.098545284,0,0,0.088065071,0,0,0,0.126657286,0.054742908,0.11933739,0.152948324,0.101248059,0.154588421,7556,0.972207517,0.012175754,0.003573319,0.011381683,0.011381683,0,0.000661726,0.516807835,0.483192165,0.10984648,0.109184754,0.123610376,0.181709899,0.179724722,0.116463737,0.082318687,0.048835363,11054.3745,30.7,44.91043165,7506,2.471125766,33.02560618,11054.3745,30.7,44.91043165,7506,2.471125766,33.02560618,11054.3745,30.7,44.91043165,7506,2.471125766,33.02560618,11054.3745,30.7,44.91043165,7506,2.471125766,33.02560618
4171,35034,0.00321735,0.004528122,0.120352717,0.08400858,0.02264061,0,0.075786463,0,0,0.085438513,0,0,0,0.07696899,0.034094888,0.078675814,0.092682211,0.067332922,0.08746707,16571,0.625792046,0.214591757,0.031681854,0.07217428,0.204694949,0.000120693,0.05563937,0.519401364,0.480598636,0.15539195,0.150503892,0.175004526,0.194858488,0.135356949,0.082433166,0.044294249,0.014000362,10484.25193,30.65,37.84108374,16683,2.749434155,27.36688246,10484.25193,30.65,37.84108374,16683,2.749434155,27.36688246,10484.25193,30.65,37.84108374,16683,2.749434155,27.36688246,10484.25193,30.65,37.84108374,16683,2.749434155,27.36688246
4172,36001,0.002503129,0.009595327,0.190237797,0.301209846,0.025865665,0,0.048811014,0,0,0.005840634,0,0.034626617,0,0.134110121,0.052016985,0.130325815,0.153463203,0.120061728,0.151643554,2580,0.986434109,0.009689922,0,0.003875969,0.009689922,0,0,0.514728682,0.485271318,0.079069767,0.068604651,0.097286822,0.136434109,0.151162791,0.152325581,0.148837209,0.132170543,10350.36073,26.8,52.47827932,2592,2.087137346,42.78638117,10350.36073,26.8,52.47827932,2592,2.087137346,42.78638117,10350.36073,26.8,52.47827932,2592,2.087137346,42.78638117,10350.36073,26.8,52.47827932,2592,2.087137346,42.78638117
4173,36002,0.007213115,0.00852459,0.160655738,0.252786885,0.019344262,0,0.069836066,0,0,0.00557377,0,0.080327869,0,0.09947158,0.038156288,0.087833494,0.127604167,0.088012662,0.111828436,3680,0.99076087,0.001630435,0.000271739,0.005706522,0.001630435,0,0.001630435,0.495652174,0.504347826,0.136684783,0.083967391,0.141576087,0.163043478,0.143206522,0.11548913,0.093478261,0.083695652,10651.02485,27.6,45.50767532,3622,2.347175594,33.88699613,10651.02485,27.6,45.50767532,3622,2.347175594,33.88699613,10651.02485,27.6,45.50767532,3622,2.347175594,33.88699613,10651.02485,27.6,45.50767532,3622,2.347175594,33.88699613
4174,36003,0.006584855,0.008779806,0.1946523,0.226977951,0.037114636,0,0.051780904,0,0,0.012571087,0,0.040606605,0,0.093954451,0.02891791,0.105019715,0.102983791,0.074419466,0.113713976,12122,0.973601716,0.014519056,0.000824946,0.009239399,0.013941594,0.000329979,0.001484903,0.492822967,0.507177033,0.127949183,0.089589177,0.131826431,0.178105923,0.154099984,0.131166474,0.089176704,0.053621515,12845.50406,28.25,44.85148685,12207,2.562620628,28.98908823,12845.50406,28.25,44.85148685,12207,2.562620628,28.98908823,12845.50406,28.25,44.85148685,12207,2.562620628,28.98908823,12845.50406,28.25,44.85148685,12207,2.562620628,28.98908823
4175,36004,0.007814818,0.010782471,0.167771293,0.207933525,0.027500247,0,0.038282718,0,0,0.014343654,0,0.059056286,0,0.092277043,0.032178218,0.109404097,0.095558388,0.075515594,0.109417867,12009,0.987009743,0.0065784,0.001165792,0.00474644,0.005995503,8.33E-05,0.000416354,0.493296694,0.506703306,0.121658756,0.100841036,0.126238654,0.172037638,0.142226663,0.126405196,0.095428429,0.068865018,11455.84928,30.2,45.37618689,11943,2.33625471,32.32679394,11455.84928,30.2,45.37618689,11943,2.33625471,32.32679394,11455.84928,30.2,45.37618689,11943,2.33625471,32.32679394,11455.84928,30.2,45.37618689,11943,2.33625471,32.32679394
4176,36005,0.006662554,0.013078347,0.215299198,0.212831585,0.026896977,0,0.04503393,0,0,0.009500308,0,0.047871684,0,0.102430829,0.036780973,0.097378982,0.128543236,0.082650704,0.122204724,9785,0.972406745,0.007562596,0.001021972,0.014614205,0.006438426,0,0.004394481,0.480940215,0.519059785,0.125702606,0.100766479,0.131936638,0.166172713,0.141338784,0.119570772,0.092897292,0.078180889,10417.77475,23.2,45.26665287,9665,2.795285049,23.10741852,10417.77475,23.2,45.26665287,9665,2.795285049,23.10741852,10417.77475,23.2,45.26665287,9665,2.795285049,23.10741852,10417.77475,23.2,45.26665287,9665,2.795285049,23.10741852
4177,36006,0.004607894,0.011302382,0.176838811,0.25743349,0.030690315,0,0.054077552,0,0,0.010085203,0,0.067205703,0,0.104911871,0.04750251,0.118124497,0.111751541,0.097747748,0.111884407,13744,0.978608847,0.005747963,0.001018626,0.010695576,0.00523865,0.000218277,0.00371071,0.481228172,0.518771828,0.133803842,0.099316065,0.132203143,0.174039581,0.141880093,0.110011641,0.095168801,0.064246217,10282.49108,26.3,44.16117286,13676,2.7042432,25.46574291,10282.49108,26.3,44.16117286,13676,2.7042432,25.46574291,10282.49108,26.3,44.16117286,13676,2.7042432,25.46574291,10282.49108,26.3,44.16117286,13676,2.7042432,25.46574291
4178,36007,0.00310559,0.019254658,0.202484472,0.274534161,0.020496894,0,0.048447205,0,0,0.004968944,0,0.032298137,0,0.120219885,0.032828283,0.123076923,0.140108142,0.119271814,0.121197411,1817,0.991744634,0.006053935,0,0.002201431,0.006053935,0,0,0.472206935,0.527793065,0.083104018,0.081452944,0.095762245,0.135388002,0.146395157,0.148596588,0.140341222,0.135388002,10490.19125,26.25,52.44453169,1783,2.487397644,31.73297813,10490.19125,26.25,52.44453169,1783,2.487397644,31.73297813,10490.19125,26.25,52.44453169,1783,2.487397644,31.73297813,10490.19125,26.25,52.44453169,1783,2.487397644,31.73297813
4179,36008,0.006316946,0.008239495,0.174311087,0.157145473,0.029982606,0,0.034972077,0,0,0.018905063,0,0.067563856,0,0.104165487,0.025459945,0.113655551,0.117943589,0.079933498,0.128916237,26542,0.976264034,0.0099465,0.001243312,0.008439454,0.009117625,0.000188381,0.003918318,0.494876046,0.505123954,0.131414362,0.087220255,0.128437947,0.184010248,0.154698214,0.12041293,0.092193505,0.056438852,11528.10079,27.2,44.65503391,26540,2.574648832,26.96762999,11528.10079,27.2,44.65503391,26540,2.574648832,26.96762999,11528.10079,27.2,44.65503391,26540,2.574648832,26.96762999,11528.10079,27.2,44.65503391,26540,2.574648832,26.96762999
4180,36009,0.007498296,0.014314928,0.183140195,0.236764372,0.026357646,0,0.047489207,0,0,0.007043854,0,0.01885935,0,0.120818252,0.027439024,0.126097423,0.142906336,0.109404687,0.1331621,5180,0.974903475,0.013320463,0.002316602,0.009073359,0.013127413,0,0.0003861,0.489382239,0.510617761,0.103667954,0.077992278,0.113320463,0.151544402,0.13976834,0.123166023,0.12007722,0.131081081,9403.676654,27.6,48.77345667,4973,2.198332998,39.66708224,9403.676654,27.6,48.77345667,4973,2.198332998,39.66708224,9403.676654,27.6,48.77345667,4973,2.198332998,39.66708224,9403.676654,27.6,48.77345667,4973,2.198332998,39.66708224
4181,36010,0.006725664,0.012743363,0.24,0.172389381,0.027256637,0,0.039292035,0,0,0.015221239,0,0.092743363,0,0.123800681,0.037849873,0.127467412,0.143095955,0.089966453,0.158655357,3335,0.990404798,0.003298351,0,0.004497751,0.002698651,0,0.0017991,0.484257871,0.515742129,0.122638681,0.083658171,0.136131934,0.171214393,0.144527736,0.122338831,0.102248876,0.075562219,10925.16576,22.3,46.01048825,3318,2.827362869,21.76850512,10925.16576,22.3,46.01048825,3318,2.827362869,21.76850512,10925.16576,22.3,46.01048825,3318,2.827362869,21.76850512,10925.16576,22.3,46.01048825,3318,2.827362869,21.76850512
4182,36013,0.008122744,0.003610108,0.149368231,0.247743682,0.022111913,0,0.043772563,0,0,0.005415162,0,0.033844765,0,0.119341564,0.045165394,0.103500761,0.142251261,0.111599099,0.129646283,2396,0.971619366,0.017529215,0,0.010434057,0.017529215,0,0.000417362,0.506677796,0.493322204,0.067612688,0.055509182,0.084724541,0.148163606,0.15066778,0.146076795,0.142737896,0.175292154,10126.37142,32.4,55.09249092,2477,1.880270488,47.90072669,10126.37142,32.4,55.09249092,2477,1.880270488,47.90072669,10126.37142,32.4,55.09249092,2477,1.880270488,47.90072669,10126.37142,32.4,55.09249092,2477,1.880270488,47.90072669
4183,36014,0.008569898,0.01178361,0.171933583,0.329405463,0.019282271,0,0.039100161,0,0,0.008569898,0,0.026245313,0,0.116926844,0.037216828,0.111262489,0.133548735,0.114256678,0.119902913,2012,0.975646123,0.018389662,0,0.005467197,0.017892644,0.000497018,0,0.484095427,0.515904573,0.049701789,0.07306163,0.087972167,0.108846918,0.16749503,0.177435388,0.155069583,0.157554672,10486.88477,29.5,55.43436214,1944,1.993127572,48.17242798,10486.88477,29.5,55.43436214,1944,1.993127572,48.17242798,10486.88477,29.5,55.43436214,1944,1.993127572,48.17242798,10486.88477,29.5,55.43436214,1944,1.993127572,48.17242798
4184,36015,0.007109586,0.011522432,0.234371169,0.201765139,0.026967394,0,0.042902672,0,0,0.008335376,0,0.047315519,0,0.100157347,0.029608405,0.08927497,0.12843742,0.094340751,0.106110703,4677,0.984391704,0.00662818,0.001282874,0.00277956,0.006414368,0,0.004917682,0.474235621,0.525764379,0.09878127,0.075903357,0.115886252,0.15993158,0.131494548,0.132563609,0.133205046,0.113961941,10855.22475,24.9,50.28554579,4663,2.40075059,32.59950676,10855.22475,24.9,50.28554579,4663,2.40075059,32.59950676,10855.22475,24.9,50.28554579,4663,2.40075059,32.59950676,10855.22475,24.9,50.28554579,4663,2.40075059,32.59950676
4185,36016,0.004677268,0.005612722,0.101964453,0.374181478,0.010289991,0,0.036482694,0,0,0.001870907,0,0.044901777,0,0.043824164,0.009562842,0.051820728,0.044409613,0.040692008,0.047705314,1082,0.993530499,0.004621072,0,0.001848429,0.004621072,0,0,0.52310536,0.47689464,0.045286506,0.076709797,0.111829945,0.131238447,0.153419593,0.148798521,0.161737523,0.144177449,9732,25,55.4,1186,2.74,33,9732,25,55.4,1186,2.74,33,9732,25,55.4,1186,2.74,33,9732,25,55.4,1186,2.74,33
