,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
4103,34167,0,0.009090909,0.127272727,0.281818182,0.009090909,0,0.290909091,0,0,0.036363636,0,0,0,0.033854167,0.15,0.028985507,0,0.025,0.048611111,118,0.983050847,0.008474576,0,0,0.008474576,0,0.008474576,0.584745763,0.415254237,0.025423729,0.076271186,0.06779661,0.13559322,0.152542373,0.161016949,0.177966102,0.161016949,11037,28.3,57,131,2.48,32.6,11037,28.3,57,131,2.48,32.6,11037,28.3,57,131,2.48,32.6,11037,28.3,57,131,2.48,32.6
4104,34169,0.013477089,0.010781671,0.153638814,0.339622642,0.035040431,0,0.113207547,0,0,0.035040431,0,0,0,0.076470588,0.036231884,0.028645833,0.117034314,0.049893843,0.119047619,442,0.936651584,0.002262443,0,0,0.002262443,0,0.061085973,0.57239819,0.42760181,0.081447964,0.067873303,0.110859729,0.128959276,0.156108597,0.178733032,0.115384615,0.13800905,11287,27.8,53.5,424,2.37,35.8,11287,27.8,53.5,424,2.37,35.8,11287,27.8,53.5,424,2.37,35.8,11287,27.8,53.5,424,2.37,35.8
4105,34171,0.002155172,0.010775862,0.185344828,0.24137931,0.02262931,0,0.107758621,0,0,0.042025862,0,0,0,0.064953013,0.022727273,0.073369565,0.068460812,0.063576494,0.066605839,1035,0.990338164,0.004830918,0,0.003864734,0.004830918,0,0.000966184,0.492753623,0.507246377,0.06763285,0.080193237,0.085990338,0.126570048,0.185507246,0.139130435,0.128502415,0.156521739,13564,23.4,54.5,1004,2.12,43,13564,23.4,54.5,1004,2.12,43,13564,23.4,54.5,1004,2.12,43,13564,23.4,54.5,1004,2.12,43
4106,34174,0,0.034883721,0.151162791,0.5,0.040697674,0,0.058139535,0,0,0.011627907,0,0,0,0.020061728,0.034722222,0,0.025,0.001388889,0.043402778,189,0.989417989,0,0,0.010582011,0,0,0,0.534391534,0.465608466,0.037037037,0.079365079,0.058201058,0.148148148,0.185185185,0.164021164,0.137566138,0.169312169,12927,27.8,56,180,1.94,50.5,12927,27.8,56,180,1.94,50.5,12927,27.8,56,180,1.94,50.5,12927,27.8,56,180,1.94,50.5
4107,34176,0.023622047,0.039370079,0.078740157,0.354330709,0.05511811,0,0.188976378,0,0,0.007874016,0,0,0,0.073170732,0,0.00617284,0.126811594,0.073529412,0.072580645,142,0.992957746,0,0,0,0,0.007042254,0,0.584507042,0.415492958,0.098591549,0.056338028,0.11971831,0.105633803,0.190140845,0.161971831,0.098591549,0.126760563,12188,31.4,50.9,139,2.28,45.9,12188,31.4,50.9,139,2.28,45.9,12188,31.4,50.9,139,2.28,45.9,12188,31.4,50.9,139,2.28,45.9
4108,34177,0.005617978,0,0.280898876,0.342696629,0.061797753,0,0.08988764,0,0,0.056179775,0,0,0,0.070460705,0.009803922,0.075757576,0.082191781,0.021396396,0.144557823,185,1,0,0,0,0,0,0,0.572972973,0.427027027,0.037837838,0.108108108,0.091891892,0.113513514,0.210810811,0.183783784,0.091891892,0.140540541,12054,28.1,53.9,192,2.53,26.3,12054,28.1,53.9,192,2.53,26.3,12054,28.1,53.9,192,2.53,26.3,12054,28.1,53.9,192,2.53,26.3
4109,34178,0,0.025210084,0.075630252,0.462184874,0.008403361,0,0.100840336,0,0,0.117647059,0,0,0,0.02394636,0.010416667,0.038461538,0.0125,0.039855072,0.006097561,135,0.925925926,0.02962963,0,0.044444444,0.02962963,0,0,0.533333333,0.466666667,0.059259259,0.059259259,0.148148148,0.177777778,0.140740741,0.133333333,0.162962963,0.088888889,12186,28.5,52.5,133,2.25,39,12186,28.5,52.5,133,2.25,39,12186,28.5,52.5,133,2.25,39,12186,28.5,52.5,133,2.25,39
4110,34181,0,0.009478673,0.345971564,0.163507109,0.021327014,0,0.087677725,0,0,0.037914692,0,0,0,0.102999017,0.02688172,0.102303523,0.116216216,0.08994709,0.119444444,481,0.972972973,0.004158004,0,0.01039501,0.004158004,0,0.012474012,0.53014553,0.46985447,0.091476091,0.0997921,0.145530146,0.118503119,0.222453222,0.147609148,0.091476091,0.047817048,12195,25.1,46.8,477,2.35,32,12195,25.1,46.8,477,2.35,32,12195,25.1,46.8,477,2.35,32,12195,25.1,46.8,477,2.35,32
4111,34182,0.012064343,0.006702413,0.245308311,0.325737265,0.025469169,0,0.089812332,0,0,0.032171582,0,0,0,0.116349481,0.070675105,0.165458937,0.093892694,0.106697819,0.128404669,954,0.904612159,0.026205451,0.004192872,0.003144654,0.026205451,0,0.061844864,0.551362683,0.448637317,0.122641509,0.097484277,0.099580713,0.146750524,0.158280922,0.115303983,0.104821803,0.115303983,10633,28.2,48,939,2.32,35.6,10633,28.2,48,939,2.32,35.6,10633,28.2,48,939,2.32,35.6,10633,28.2,48,939,2.32,35.6
4112,34199,0.012173913,0.011304348,0.248695652,0.20173913,0.031304348,0,0.091304348,0,0,0.056521739,0,0,0,0.106637536,0.105769231,0.079559748,0.122452693,0.095814132,0.119436876,1268,0.997634069,0,0,0.001577287,0,0,0.000788644,0.514984227,0.485015773,0.069400631,0.081230284,0.106466877,0.132492114,0.188485804,0.175078864,0.097003155,0.124605678,13495.18537,26.65,52.2304878,1230,2.210341463,37.93097561,13495.18537,26.65,52.2304878,1230,2.210341463,37.93097561,13495.18537,26.65,52.2304878,1230,2.210341463,37.93097561,13495.18537,26.65,52.2304878,1230,2.210341463,37.93097561
4113,34201,0.005847953,0.005847953,0.210526316,0.368421053,0.046783626,0,0.076023392,0,0,0.046783626,0,0,0,0.02,0,0,0.03125,0.018518519,0.02173913,179,0.977653631,0.005586592,0,0,0.005586592,0,0.016759777,0.541899441,0.458100559,0.011173184,0.055865922,0.089385475,0.106145251,0.223463687,0.150837989,0.17877095,0.167597765,14084,29.6,57,176,1.74,39.6,14084,29.6,57,176,1.74,39.6,14084,29.6,57,176,1.74,39.6,14084,29.6,57,176,1.74,39.6
4114,34206,0.00617284,0.007407407,0.288888889,0.262962963,0.039506173,0,0.107407407,0,0,0.034567901,0,0,0,0.066366366,0.031045752,0.054710145,0.082725061,0.067708333,0.064741036,934,0.978586724,0.017130621,0,0.003211991,0.012847966,0,0.001070664,0.514989293,0.485010707,0.093147752,0.082441113,0.120985011,0.130620985,0.150963597,0.160599572,0.110278373,0.124197002,11134,26.2,50.2,900,2.28,34,11134,26.2,50.2,900,2.28,34,11134,26.2,50.2,900,2.28,34,11134,26.2,50.2,900,2.28,34
4115,34211,0.011695906,0.005847953,0.16374269,0.467836257,0.052631579,0,0.18128655,0,0,0.011695906,0,0,0,0.049206349,0.016666667,0.072222222,0.035,0.012711864,0.096014493,201,0.950248756,0.004975124,0,0.029850746,0.004975124,0,0.014925373,0.517412935,0.482587065,0.074626866,0.044776119,0.154228856,0.114427861,0.124378109,0.139303483,0.189054726,0.129353234,12513,28.6,53.9,205,2.28,28.9,12513,28.6,53.9,205,2.28,28.9,12513,28.6,53.9,205,2.28,28.9,12513,28.6,53.9,205,2.28,28.9
4116,34214,0.005681818,0.005681818,0.261363636,0.193181818,0.045454545,0,0.125,0,0,0.034090909,0,0,0,0.082633053,0.118055556,0.154411765,0.043378995,0.061032864,0.114583333,187,0.989304813,0,0,0.010695187,0,0,0,0.540106952,0.459893048,0.037433155,0.064171123,0.128342246,0.096256684,0.213903743,0.171122995,0.160427807,0.112299465,14200,27.2,55.8,184,2.42,34.2,14200,27.2,55.8,184,2.42,34.2,14200,27.2,55.8,184,2.42,34.2,14200,27.2,55.8,184,2.42,34.2
4117,34215,0.037267081,0.00621118,0.304347826,0.279503106,0.02484472,0,0.086956522,0,0,0.043478261,0,0,0,0.047619048,0.029411765,0.063218391,0.04519774,0.035519126,0.064393939,172,0.994186047,0.005813953,0,0,0.005813953,0,0,0.511627907,0.488372093,0.040697674,0.081395349,0.075581395,0.145348837,0.162790698,0.174418605,0.13372093,0.139534884,13706,27.9,54.5,169,2.28,35.1,13706,27.9,54.5,169,2.28,35.1,13706,27.9,54.5,169,2.28,35.1,13706,27.9,54.5,169,2.28,35.1
4118,34217,0.011032309,0.012608353,0.226950355,0.206461781,0.061465721,0,0.181245075,0,0,0.07643814,0,0,0,0.065506152,0.027108434,0.06037415,0.08694825,0.033360791,0.098860399,1690,0.984615385,0.008284024,0.000591716,0.006508876,0.008284024,0,0,0.504733728,0.495266272,0.211242604,0.092307692,0.184023669,0.20591716,0.115384615,0.090532544,0.029585799,0.016568047,13297,25.8,35.9,1734,2.69,22,13297,25.8,35.9,1734,2.69,22,13297,25.8,35.9,1734,2.69,22,13297,25.8,35.9,1734,2.69,22
4119,34218,0.006864989,0.009153318,0.148741419,0.260869565,0.038901602,0,0.215102975,0,0,0.029748284,0,0,0,0.056657224,0.04454023,0.08033033,0.046195652,0.044781931,0.074940048,595,0.820168067,0.033613445,0,0.005042017,0.026890756,0,0.141176471,0.571428571,0.428571429,0.109243697,0.094117647,0.095798319,0.105882353,0.194957983,0.109243697,0.104201681,0.144537815,10740,30.1,49.8,562,2.34,38.8,10740,30.1,49.8,562,2.34,38.8,10740,30.1,49.8,562,2.34,38.8,10740,30.1,49.8,562,2.34,38.8
4120,34220,0.006578947,0.006578947,0.263157895,0.296052632,0.111842105,0,0.151315789,0,0,0.019736842,0,0,0,0.036414566,0.013888889,0.036036036,0.04296875,0.04040404,0.031446541,176,0.965909091,0.034090909,0,0,0.034090909,0,0,0.568181818,0.431818182,0.107954545,0.130681818,0.079545455,0.198863636,0.1875,0.073863636,0.090909091,0.085227273,11837,26.6,46,181,2.78,26.2,11837,26.6,46,181,2.78,26.2,11837,26.6,46,181,2.78,26.2,11837,26.6,46,181,2.78,26.2
4121,34221,0.011904762,0.011904762,0.303571429,0.273809524,0.029761905,0,0.089285714,0,0,0.041666667,0,0,0,0.035825545,0.166666667,0.070075758,0.001412429,0.026923077,0.049603175,175,1,0,0,0,0,0,0,0.554285714,0.445714286,0.034285714,0.085714286,0.142857143,0.085714286,0.194285714,0.188571429,0.16,0.108571429,13738,26.9,54.1,176,2.26,32.1,13738,26.9,54.1,176,2.26,32.1,13738,26.9,54.1,176,2.26,32.1,13738,26.9,54.1,176,2.26,32.1
4122,34222,0.009345794,0.028037383,0.102803738,0.392523364,0.009345794,0,0.093457944,0,0,0.028037383,0,0,0,0.064102564,0,0.205128205,0.031914894,0.004166667,0.16,112,1,0,0,0,0,0,0,0.553571429,0.446428571,0.044642857,0.071428571,0.0625,0.098214286,0.276785714,0.133928571,0.089285714,0.214285714,11071,30.4,57,131,2,41.5,11071,30.4,57,131,2,41.5,11071,30.4,57,131,2,41.5,11071,30.4,57,131,2,41.5
4123,34223,0.004926108,0.019704433,0.098522167,0.408866995,0.024630542,0,0.147783251,0,0,0.019704433,0,0,0,0.054617117,0.07,0.103658537,0.025406504,0.020833333,0.110119048,237,0.932489451,0.021097046,0,0,0.021097046,0,0.046413502,0.58649789,0.41350211,0.071729958,0.135021097,0.067510549,0.151898734,0.139240506,0.160337553,0.113924051,0.130801688,10615,29.8,51.5,241,2.32,32.7,10615,29.8,51.5,241,2.32,32.7,10615,29.8,51.5,241,2.32,32.7,10615,29.8,51.5,241,2.32,32.7
4124,34225,0.008173844,0.011562998,0.269138756,0.18460925,0.046251994,0,0.104665072,0,0,0.105263158,0,0,0,0.074170354,0.058758924,0.078411231,0.074728722,0.053988604,0.095833333,6469,0.962127068,0.02318751,0.00046375,0.00819292,0.017622507,0,0.006028753,0.517081465,0.482918535,0.16880507,0.092286288,0.155047148,0.178852991,0.150255063,0.12830422,0.049930437,0.025660844,11971.56788,24.7,40.47833151,6401,2.588526793,22.81399781,11971.56788,24.7,40.47833151,6401,2.588526793,22.81399781,11971.56788,24.7,40.47833151,6401,2.588526793,22.81399781,11971.56788,24.7,40.47833151,6401,2.588526793,22.81399781
4125,34231,0.014218009,0.018957346,0.142180095,0.360189573,0.042654028,0,0.156398104,0,0,0.009478673,0,0,0,0.040633609,0.060606061,0.019047619,0.047777778,0.04296875,0.038011696,208,0.995192308,0,0,0.004807692,0,0,0,0.514423077,0.485576923,0.028846154,0.067307692,0.081730769,0.115384615,0.197115385,0.182692308,0.120192308,0.182692308,11734,24.8,57,199,2.26,38.6,11734,24.8,57,199,2.26,38.6,11734,24.8,57,199,2.26,38.6,11734,24.8,57,199,2.26,38.6
4126,34232,0.017931034,0.017931034,0.246896552,0.248275862,0.044137931,0,0.097931034,0,0,0.016551724,0,0,0,0.085607537,0.061868687,0.056666667,0.105499439,0.080747126,0.091928251,820,0.963414634,0.003658537,0,0.012195122,0.003658537,0,0.020731707,0.543902439,0.456097561,0.057317073,0.086585366,0.08902439,0.129268293,0.195121951,0.165853659,0.104878049,0.134146341,11932,30.3,52.2,819,2.2,36.6,11932,30.3,52.2,819,2.2,36.6,11932,30.3,52.2,819,2.2,36.6,11932,30.3,52.2,819,2.2,36.6
4127,34233,0,0,0.15625,0.53125,0.0234375,0,0.0859375,0,0,0,0,0,0,0.077004219,0,0,0.126736111,0.076271186,0.079166667,141,0.929078014,0,0,0,0,0,0.070921986,0.609929078,0.390070922,0.021276596,0.056737589,0.092198582,0.127659574,0.184397163,0.170212766,0.134751773,0.205673759,13855,25.2,57,137,2.08,42.4,13855,25.2,57,137,2.08,42.4,13855,25.2,57,137,2.08,42.4,13855,25.2,57,137,2.08,42.4
4128,34236,0,0,0.136054422,0.43537415,0.027210884,0,0.074829932,0,0,0.020408163,0,0,0,0.065740741,0.016666667,0.115079365,0.056497175,0.078703704,0.046296296,159,0.955974843,0,0,0,0,0,0.044025157,0.534591195,0.465408805,0.037735849,0.050314465,0.075471698,0.094339623,0.238993711,0.169811321,0.113207547,0.194968553,12754,31.2,57,157,2.01,50,12754,31.2,57,157,2.01,50,12754,31.2,57,157,2.01,50,12754,31.2,57,157,2.01,50
4129,34237,0.001727116,0.013816926,0.208981002,0.329879102,0.031088083,0,0.091537133,0,0,0.02417962,0,0,0,0.072289157,0.040064103,0.069958848,0.082504146,0.052651515,0.094444444,648,0.983024691,0.00154321,0,0.00308642,0.00154321,0,0.012345679,0.49691358,0.50308642,0.084876543,0.091049383,0.112654321,0.165123457,0.160493827,0.143518519,0.111111111,0.095679012,11195,24.9,49.1,650,2.27,32.2,11195,24.9,49.1,650,2.27,32.2,11195,24.9,49.1,650,2.27,32.2,11195,24.9,49.1,650,2.27,32.2
4130,34238,0.003401361,0.006802721,0.380952381,0.292517007,0.037414966,0,0.023809524,0,0,0.057823129,0,0,0,0.033246978,0,0.04964539,0.036135693,0.029569892,0.036666667,357,0.93557423,0.014005602,0,0.014005602,0.014005602,0,0.036414566,0.487394958,0.512605042,0.078431373,0.070028011,0.072829132,0.109243697,0.168067227,0.140056022,0.092436975,0.221288515,11539,26.8,53.3,346,2.4,34.7,11539,26.8,53.3,346,2.4,34.7,11539,26.8,53.3,346,2.4,34.7,11539,26.8,53.3,346,2.4,34.7
4131,34242,0.021978022,0.032967033,0.153846154,0.307692308,0.043956044,0,0.131868132,0,0,0.021978022,0,0,0,0.027777778,0.027777778,0.046296296,0.015873016,0.022727273,0.034313725,114,0.850877193,0.105263158,0,0.00877193,0.105263158,0,0.035087719,0.535087719,0.464912281,0.052631579,0.131578947,0.114035088,0.096491228,0.210526316,0.166666667,0.043859649,0.149122807,12808,28.3,52.8,131,2.44,33.3,12808,28.3,52.8,131,2.44,33.3,12808,28.3,52.8,131,2.44,33.3,12808,28.3,52.8,131,2.44,33.3
4132,34243,0.003095975,0.012383901,0.207430341,0.362229102,0.018575851,0,0.086687307,0,0,0.058823529,0,0,0,0.041469194,0.017361111,0.050228311,0.040935673,0.034482759,0.05,362,0.955801105,0,0,0.008287293,0,0,0.035911602,0.524861878,0.475138122,0.069060773,0.080110497,0.085635359,0.11878453,0.160220994,0.201657459,0.135359116,0.110497238,13062,27.3,54.2,343,2.14,36.9,13062,27.3,54.2,343,2.14,36.9,13062,27.3,54.2,343,2.14,36.9,13062,27.3,54.2,343,2.14,36.9
4133,34245,0,0,0.228013029,0.32247557,0.058631922,0,0.06514658,0,0,0.013029316,0,0,0,0.08998227,0.033333333,0.047101449,0.118945869,0.062865497,0.131756757,333,0.984984985,0.003003003,0,0.012012012,0.003003003,0,0,0.558558559,0.441441441,0.051051051,0.042042042,0.081081081,0.117117117,0.183183183,0.156156156,0.144144144,0.18018018,11020,26,56.6,320,2.05,48.1,11020,26,56.6,320,2.05,48.1,11020,26,56.6,320,2.05,48.1,11020,26,56.6,320,2.05,48.1
4134,34901,0.009496676,0.002849003,0.168091168,0.334283001,0.033238367,0,0.132953466,0,0,0.036087369,0,0,0,0.070945946,0.061881188,0.079637097,0.067774936,0.062345679,0.081343284,1205,0.972614108,0.011618257,0,0.002489627,0.011618257,0,0.013278008,0.529460581,0.470539419,0.071369295,0.094605809,0.091286307,0.133609959,0.164315353,0.173443983,0.115352697,0.115352697,12642,28.6,51.3,1189,2.25,37.3,12642,28.6,51.3,1189,2.25,37.3,12642,28.6,51.3,1189,2.25,37.3,12642,28.6,51.3,1189,2.25,37.3
4135,34902,0,0,0.195121951,0.398373984,0.032520325,0,0.089430894,0,0,0.008130081,0,0,0,0.022727273,0.09375,0.016260163,0.014957265,0.019005848,0.029569892,164,0.859756098,0.073170732,0,0,0.073170732,0,0.067073171,0.597560976,0.402439024,0.115853659,0.06097561,0.140243902,0.158536585,0.109756098,0.109756098,0.170731707,0.115853659,12723,36.5,51,159,2.27,48.6,12723,36.5,51,159,2.27,48.6,12723,36.5,51,159,2.27,48.6,12723,36.5,51,159,2.27,48.6
4136,34903,0.005586592,0,0.17877095,0.324022346,0.022346369,0,0.156424581,0,0,0.022346369,0,0,0,0.048780488,0,0,0.073170732,0.047916667,0.050387597,195,0.984615385,0,0,0.01025641,0,0,0.005128205,0.579487179,0.420512821,0.030769231,0.035897436,0.061538462,0.158974359,0.241025641,0.153846154,0.102564103,0.18974359,12624,31.9,57,170,2,49.4,12624,31.9,57,170,2,49.4,12624,31.9,57,170,2,49.4,12624,31.9,57,170,2,49.4
4137,34904,0,0.006666667,0.24,0.193333333,0.026666667,0,0.096666667,0,0,0.06,0,0,0,0.069298246,0.026041667,0.079096045,0.070289855,0.059917355,0.085748792,320,0.99375,0,0,0.00625,0,0,0,0.590625,0.409375,0.0625,0.065625,0.084375,0.165625,0.175,0.159375,0.109375,0.15625,13141,29.1,54.8,316,2.03,48.1,13141,29.1,54.8,316,2.03,48.1,13141,29.1,54.8,316,2.03,48.1,13141,29.1,54.8,316,2.03,48.1
4138,35001,0.003942181,0.009417433,0.233683749,0.223171266,0.020367937,0,0.045335085,0,0,0.099430574,0,0,0,0.167401834,0.081059129,0.161078238,0.19702381,0.153031843,0.182396607,5586,0.9405657,0.044038668,0.00179019,0.010741139,0.042427497,0,0.002864304,0.499820981,0.500179019,0.109022556,0.105442177,0.127103473,0.185642678,0.167203724,0.118331543,0.083064805,0.059076262,11406.56061,30.6,45.2632215,5544,2.539761905,30.92862554,11406.56061,30.6,45.2632215,5544,2.539761905,30.92862554,11406.56061,30.6,45.2632215,5544,2.539761905,30.92862554,11406.56061,30.6,45.2632215,5544,2.539761905,30.92862554
4139,35002,0.004168558,0.007346568,0.167485245,0.111354162,0.036196294,0,0.09802303,0,0,0.114408354,0,0,0,0.139206473,0.077118644,0.133740508,0.166903553,0.112276001,0.167137186,31619,0.933141466,0.042506088,0.001518075,0.016066289,0.039881084,0,0.006768082,0.505518834,0.494481166,0.153736677,0.110566432,0.152250229,0.200796989,0.158164395,0.089756159,0.049116038,0.027515102,10801.32115,26.8,39.69746597,31294,2.798855372,25.27184125,10801.32115,26.8,39.69746597,31294,2.798855372,25.27184125,10801.32115,26.8,39.69746597,31294,2.798855372,25.27184125,10801.32115,26.8,39.69746597,31294,2.798855372,25.27184125
4140,35003,0.003542958,0.007794508,0.119397697,0.12258636,0.031355182,0,0.089636847,0,0,0.081488043,0,0,0,0.084277387,0.043273543,0.080830124,0.098766944,0.071051901,0.099094372,12461,0.548350855,0.35358318,0.024396116,0.021908354,0.348206404,0.000321002,0.051440494,0.529732766,0.470267234,0.126795602,0.112511034,0.154722735,0.187705642,0.166760292,0.125511596,0.063638552,0.020383597,9306.579036,35.7,42.37111445,11324,2.450886613,32.254645,9306.579036,35.7,42.37111445,11324,2.450886613,32.254645,9306.579036,35.7,42.37111445,11324,2.450886613,32.254645,9306.579036,35.7,42.37111445,11324,2.450886613,32.254645
4141,35004,0.003716409,0.004073756,0.162831142,0.079354869,0.021583762,0,0.066180675,0,0,0.085429769,0,0,0,0.12634774,0.054049265,0.115532119,0.169200215,0.107462591,0.145704069,62988,0.815552169,0.04389725,0.01351051,0.080570902,0.042801804,4.76E-05,0.046421541,0.500285769,0.499714231,0.158125357,0.13710548,0.165983997,0.180859846,0.144519591,0.08695307,0.046627929,0.022559853,10152.08807,28.15,38.46239125,63565,2.895711162,25.16792575,10152.08807,28.15,38.46239125,63565,2.895711162,25.16792575,10152.08807,28.15,38.46239125,63565,2.895711162,25.16792575,10152.08807,28.15,38.46239125,63565,2.895711162,25.16792575
4142,35005,0.001982161,0.011892963,0.204162537,0.225966303,0.03468781,0,0.056491576,0,0,0.052527255,0,0,0,0.099886621,0.062770563,0.098056537,0.108888889,0.089469517,0.113853503,1069,0.995322732,0.002806361,0,0.001870907,0.002806361,0,0,0.550982226,0.449017774,0.045837231,0.097287184,0.134705332,0.145930776,0.195509822,0.174929841,0.085126286,0.091674462,12781,27,50.5,1039,2.39,37,12781,27,50.5,1039,2.39,37,12781,27,50.5,1039,2.39,37,12781,27,50.5,1039,2.39,37
4143,35006,0.006024288,0.009179868,0.220189335,0.123035731,0.040225672,0,0.072769579,0,0,0.118413923,0,0,0,0.14271656,0.064680656,0.132600309,0.177009625,0.120513478,0.165259805,38138,0.978551576,0.009465625,0.00183544,0.008207038,0.008521684,0,0.001940322,0.498190781,0.501809219,0.133462688,0.107897635,0.137500656,0.190597305,0.167995175,0.096911217,0.067413079,0.044181656,11292.06762,29.3,42.34915272,38063,2.758348527,23.58618606,11292.06762,29.3,42.34915272,38063,2.758348527,23.58618606,11292.06762,29.3,42.34915272,38063,2.758348527,23.58618606,11292.06762,29.3,42.34915272,38063,2.758348527,23.58618606
4144,35007,0.003868472,0.003868472,0.152804642,0.087040619,0.023210832,0,0.108317215,0,0,0.048355899,0,0,0,0.064661134,0.077020202,0.068602694,0.05733945,0.063931298,0.065530303,758,0.802110818,0.163588391,0,0.006596306,0.158311346,0,0.027704485,0.522427441,0.477572559,0.121372032,0.100263852,0.135883905,0.142480211,0.156992084,0.135883905,0.105540897,0.052770449,11306,32.6,45.6,706,2.65,34.6,11306,32.6,45.6,706,2.65,34.6,11306,32.6,45.6,706,2.65,34.6,11306,32.6,45.6,706,2.65,34.6
4145,35008,0.005310589,0.008046347,0.207434825,0.159156743,0.038461538,0,0.082233666,0,0,0.106372707,0,0,0,0.143927846,0.064375507,0.134439939,0.178217149,0.111915367,0.177695119,7455,0.980818243,0.0101945,0.000402414,0.006841046,0.008316566,0,0.001743796,0.503688799,0.496311201,0.125955734,0.108651911,0.123138833,0.186720322,0.172635815,0.099530516,0.078604963,0.046545942,10831.58083,27.5,43.3120743,7429,2.778822183,24.35925427,10831.58083,27.5,43.3120743,7429,2.778822183,24.35925427,10831.58083,27.5,43.3120743,7429,2.778822183,24.35925427,10831.58083,27.5,43.3120743,7429,2.778822183,24.35925427
4146,35009,0.004696228,0.008749815,0.193484601,0.124079292,0.030401898,0,0.066389836,0,0,0.09338079,0,0,0,0.153162288,0.070574163,0.160323345,0.176194502,0.125535859,0.181609401,24242,0.979168385,0.007590133,0.00231004,0.007260127,0.007218876,0,0.003671314,0.499092484,0.500907516,0.12457718,0.114759508,0.131259797,0.177336853,0.163806617,0.104941836,0.073096279,0.052924676,10675.71686,27,43.28423468,24186,2.718339122,26.07659803,10675.71686,27,43.28423468,24186,2.718339122,26.07659803,10675.71686,27,43.28423468,24186,2.718339122,26.07659803,10675.71686,27,43.28423468,24186,2.718339122,26.07659803
4147,35010,0.004671684,0.007786141,0.172852323,0.09576953,0.014534129,0,0.054243447,0,0,0.104334285,0,0,0,0.103899801,0.047890733,0.101419753,0.12195122,0.096937859,0.111697848,5123,0.855553387,0.120437244,0.000195198,0.018543822,0.114386102,0.000195198,0.005075151,0.515518251,0.484481749,0.109310951,0.10521179,0.124926801,0.178606285,0.168651181,0.120046848,0.084715987,0.063829787,12243.79953,30.5,44.87309035,5158,2.41202404,36.31132222,12243.79953,30.5,44.87309035,5158,2.41202404,36.31132222,12243.79953,30.5,44.87309035,5158,2.41202404,36.31132222,12243.79953,30.5,44.87309035,5158,2.41202404,36.31132222
4148,35011,0.005993805,0.007723561,0.16939539,0.116738405,0.03145742,0,0.094090671,0,0,0.102940585,0,0,0,0.152312758,0.077726809,0.136372063,0.194270289,0.121528078,0.184293147,31321,0.953322052,0.020912487,0.002362632,0.016634207,0.020082373,3.19E-05,0.006736694,0.503464129,0.496535871,0.145876568,0.115705118,0.157370454,0.193097283,0.153666869,0.095463108,0.054212828,0.031640114,10339.47583,27.15,40.48708878,31461,2.818888465,23.30162423,10339.47583,27.15,40.48708878,31461,2.818888465,23.30162423,10339.47583,27.15,40.48708878,31461,2.818888465,23.30162423,10339.47583,27.15,40.48708878,31461,2.818888465,23.30162423
4149,35012,0.003682563,0.00451114,0.115540416,0.110476892,0.025225557,0,0.080924323,0,0,0.062511508,0,0,0,0.102550007,0.055488974,0.099082698,0.121977512,0.089504068,0.116691303,20072,0.65429454,0.23226385,0.043294141,0.031337186,0.171681945,0.000149462,0.038660821,0.516689916,0.483310084,0.14039458,0.118224392,0.146671981,0.174820646,0.156436827,0.10726385,0.073086887,0.033280191,9821.248676,27.7,41.60672406,20211,2.633791994,30.70361189,9821.248676,27.7,41.60672406,20211,2.633791994,30.70361189,9821.248676,27.7,41.60672406,20211,2.633791994,30.70361189,9821.248676,27.7,41.60672406,20211,2.633791994,30.70361189
4150,35013,0.007128773,0.012134082,0.179736084,0.242984984,0.030335204,0,0.077961474,0,0,0.085241923,0,0,0,0.15480489,0.061521253,0.146856907,0.188982148,0.117778185,0.194696671,7696,0.980639293,0.009095634,0.000909563,0.007926195,0.007926195,0,0.001429314,0.508445946,0.491554054,0.114994802,0.101611227,0.125649688,0.181392931,0.164890852,0.113305613,0.087967775,0.062889813,10534.51811,31.4,45.12693402,7730,2.551600259,28.09097025,10534.51811,31.4,45.12693402,7730,2.551600259,28.09097025,10534.51811,31.4,45.12693402,7730,2.551600259,28.09097025,10534.51811,31.4,45.12693402,7730,2.551600259,28.09097025
4151,35014,0.005015884,0.008861394,0.119879619,0.100568467,0.024243438,0,0.074318676,0,0,0.098478515,0,0,0,0.088309574,0.041017147,0.088881364,0.102979657,0.07826323,0.099203463,26580,0.55993228,0.34785553,0.016328066,0.041986456,0.340519187,0.000225734,0.033671934,0.520127916,0.479872084,0.144544771,0.12351392,0.183822423,0.202520692,0.145485327,0.09503386,0.045184349,0.014559819,9344.867874,32.95,39.40177415,26717,2.57848486,32.1429689,9344.867874,32.95,39.40177415,26717,2.57848486,32.1429689,9344.867874,32.95,39.40177415,26717,2.57848486,32.1429689,9344.867874,32.95,39.40177415,26717,2.57848486,32.1429689
