"municipio","Votosenblanco","Votosnulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","atur","aturhomesmenors24","aturhomes25_44","aturhomesmes45","aturdonesmenors24","aturdones25_44","aturdonesmajors45","aturagricultura","aturindustria","aturconstruccio","aturserveis","americana","asiatica","europeossinespanyoles","totalpoblacion","españoles","totalunioneuropea","ambosexostotalamericana","totaloceaniayapatridas","totalhombres","totalextranjeros","totalafrica","totalasia","totalmujeres","mujeresespanyolas","hombresespanyoles","menores","edad20_29","edad30_39","edad40_49","edad50_59","edad60_69","edad70_79","mayores80"
13001,4,7,439,237,36,0,97,0,0,40,0,0,0,166,6,15,31,16,31,67,14,3,11,130,7,0,29,1375,1322,28,7,0,711,53,17,0,664,640,682,118,153,143,162,246,172,148,180
13002,3,16,345,310,32,0,225,0,0,32,0,0,0,164,15,24,32,10,37,46,12,4,8,132,16,0,29,1659,1610,29,16,0,830,49,4,0,829,796,814,169,180,164,168,257,206,209,245
13003,1,10,125,115,8,0,47,0,0,20,0,0,0,38,2,6,9,0,5,16,4,5,2,26,1,0,3,486,482,3,1,0,249,4,0,0,237,235,247,26,59,44,44,72,78,67,86
13004,6,4,346,197,22,0,91,0,0,31,0,0,0,138,3,13,38,3,18,63,22,44,5,64,9,0,44,1158,1099,43,9,0,601,59,6,0,557,531,568,87,125,118,137,199,164,157,138
13005,132,243,6010,3932,1282,0,2852,0,0,1960,0,0,0,2637,120,435,427,124,668,863,194,264,518,1452,447,86,1320,30576,28340,1183,447,0,14908,2236,383,86,15668,14557,13783,4742,3234,4143,5157,4577,3117,2161,1836
13006,0,5,184,142,12,0,55,0,0,12,0,0,0,39,2,7,4,2,11,13,2,0,2,31,2,0,18,583,554,18,2,0,297,29,9,0,286,274,280,40,53,87,73,98,88,58,70
13007,4,19,395,248,31,0,88,0,0,79,0,0,0,140,6,29,30,10,30,35,7,8,18,100,7,0,7,1409,1391,7,7,0,714,18,4,0,695,683,708,128,188,141,189,254,149,127,169
13008,2,8,99,101,12,0,49,0,0,8,0,0,0,40,NA,2,6,4,8,20,4,4,1,27,1,0,4,477,462,4,1,0,239,15,10,0,238,233,229,19,59,36,50,100,65,49,80
13009,3,11,314,351,69,0,298,0,0,27,0,0,0,161,6,17,22,9,57,50,19,4,42,85,8,1,84,1657,1564,84,8,0,843,93,0,1,814,768,796,159,201,178,198,277,206,210,181
13010,3,14,231,204,30,0,100,0,0,27,0,0,0,133,4,9,21,7,26,66,27,13,3,90,5,0,7,1002,990,7,5,0,506,12,0,0,496,488,502,83,126,120,129,186,117,94,99
13011,16,68,1155,620,185,0,495,0,0,202,0,0,0,652,31,85,144,42,158,192,27,36,52,478,22,3,29,5312,5206,27,22,0,2536,106,52,3,2776,2721,2485,589,604,560,654,896,588,567,613
13012,1,4,142,66,2,0,30,0,0,20,0,0,0,39,0,1,8,5,9,16,2,NA,1,32,4,0,1,415,408,1,4,0,217,7,2,0,198,192,216,37,36,41,56,68,66,40,55
13013,52,96,1543,1495,342,0,1186,0,0,284,0,0,0,861,37,115,149,50,254,256,83,99,25,597,78,12,144,8896,8537,143,78,0,4377,359,125,12,4519,4344,4193,1324,1075,1220,1295,1394,890,655,576
13014,4,9,163,106,17,0,38,0,0,24,0,0,0,43,NA,5,5,3,10,20,11,1,1,27,1,0,8,516,506,8,1,0,274,10,1,0,242,238,268,32,42,52,62,100,71,66,64
13015,25,36,1442,1231,223,0,495,0,0,202,0,0,0,473,11,67,104,25,114,152,15,40,102,272,22,19,31,6027,5924,31,22,3,3027,103,28,19,3000,2951,2973,608,592,648,755,983,831,714,660
13016,3,9,128,143,18,0,144,0,0,17,0,0,0,72,6,9,12,3,18,24,4,2,3,61,5,0,13,772,749,13,5,0,383,23,5,0,389,380,369,75,89,113,81,138,125,64,69
13017,0,2,76,50,9,0,34,0,0,4,0,0,0,15,NA,1,2,NA,4,8,2,0,1,12,2,0,14,327,268,14,2,0,164,59,43,0,163,129,139,40,24,31,34,47,45,37,62
13018,0,3,304,130,24,0,135,0,0,28,0,0,0,137,4,21,27,4,37,44,35,8,10,81,2,0,60,1011,928,58,2,0,515,83,21,0,496,456,472,155,110,141,137,158,105,88,77
13019,33,34,1004,962,219,0,635,0,0,578,0,0,0,815,40,109,133,35,209,289,185,49,36,494,28,20,695,6838,6042,665,28,0,3418,796,53,20,3420,3040,3002,957,817,940,1049,1041,761,476,441
13020,42,45,1185,669,240,0,602,0,0,290,0,0,0,535,14,74,105,15,165,162,16,42,43,407,32,19,94,5943,5774,91,32,0,2994,169,24,19,2949,2869,2905,930,557,790,953,834,681,482,462
13021,1,5,122,120,9,0,48,0,0,20,0,0,0,50,4,8,8,6,7,17,6,0,3,35,2,0,2,446,442,2,2,0,241,4,0,0,205,202,240,19,44,39,52,75,71,63,68
13022,1,5,130,54,7,0,38,0,0,7,0,0,0,58,3,9,16,4,12,14,8,2,5,41,1,0,3,373,369,3,1,0,186,4,0,0,187,184,185,27,37,35,53,55,58,45,50
13023,50,86,1172,2324,319,0,2073,0,0,187,0,0,0,980,49,104,119,70,293,345,129,119,36,618,525,26,452,11934,10862,450,525,2,6090,1072,67,26,5844,5397,5465,1809,1516,1820,1787,1719,1084,909,679
13024,7,10,222,175,38,0,119,0,0,14,0,0,0,95,5,6,16,7,24,37,5,5,6,66,2,0,5,1005,993,5,2,0,523,12,5,0,482,477,516,88,106,120,117,153,155,103,127
13025,0,2,99,90,11,0,28,0,0,3,0,0,0,39,1,2,9,1,9,17,3,4,4,25,5,0,6,322,308,6,5,0,173,14,3,0,149,141,167,29,30,29,41,61,45,39,40
13026,2,2,132,78,22,0,37,0,0,60,0,0,0,34,4,6,8,NA,11,5,2,2,4,24,0,0,21,481,460,21,0,0,252,21,0,0,229,218,242,44,37,39,59,77,58,53,95
13027,12,57,852,566,118,0,386,0,0,95,0,0,0,441,16,54,74,24,111,162,30,16,33,311,34,5,44,3719,3605,40,34,0,1849,114,31,5,1870,1818,1787,369,414,398,505,633,425,399,400
13028,65,123,2598,2333,405,0,1571,0,0,532,0,0,0,1109,68,116,152,57,322,394,158,84,94,679,33,37,906,13414,12248,888,33,0,6684,1166,190,37,6730,6159,6089,1928,1568,1763,1946,2011,1397,1150,958
13029,0,2,19,19,2,0,17,0,0,8,0,0,0,2,0,0,1,0,NA,1,NA,NA,0,2,1,0,0,102,95,0,1,0,60,7,6,0,42,40,55,7,9,10,16,17,13,13,14
13030,0,0,22,24,11,0,20,0,0,2,0,0,0,9,NA,1,3,NA,4,1,2,1,1,5,0,0,10,134,124,10,0,0,77,10,0,0,57,53,71,12,14,14,18,20,20,12,23
13031,9,21,719,461,108,0,429,0,0,93,0,0,0,324,18,46,52,17,97,94,41,18,42,203,18,0,47,3082,2991,47,18,0,1542,91,26,0,1540,1486,1505,467,312,482,509,478,259,235,199
13032,0,7,320,181,26,0,192,0,0,45,0,0,0,134,2,13,33,6,20,60,24,27,37,43,1,0,3,1212,1208,3,1,0,619,4,0,0,593,591,617,92,138,107,148,249,156,128,135
13033,5,35,634,224,44,0,246,0,0,37,0,0,0,145,2,11,21,5,42,64,25,4,7,103,14,0,80,1897,1801,80,14,0,962,96,2,0,935,893,908,211,207,214,258,306,199,189,218
13034,359,445,11959,12852,3421,0,8775,0,0,4109,0,0,0,6558,365,1146,1162,359,1798,1728,270,258,325,4924,1392,461,979,74746,71360,834,1392,3,35401,3386,551,461,39345,37552,33808,11166,8706,9890,11851,11637,8215,5253,4190
13035,6,14,363,146,31,0,88,0,0,52,0,0,0,107,1,14,15,7,31,39,9,11,4,76,10,0,17,1123,1086,17,10,0,545,37,10,0,578,557,529,130,121,141,155,183,143,97,113
13036,1,6,213,180,31,0,93,0,0,26,0,0,0,87,6,13,16,4,28,20,8,3,12,59,2,0,14,884,868,14,2,0,468,16,0,0,416,407,461,86,80,120,90,131,107,107,124
13037,2,10,241,201,17,0,83,0,0,17,0,0,0,95,4,6,21,4,15,45,23,4,1,64,8,0,67,969,877,66,8,0,482,92,17,0,487,447,430,85,110,98,121,171,124,103,121
13038,21,26,611,263,45,0,138,0,0,53,0,0,0,157,7,18,34,10,43,45,10,19,19,104,9,0,6,1816,1801,6,9,0,877,15,0,0,939,929,872,170,172,201,230,275,245,258,190
13039,122,171,3285,2952,693,0,1885,0,0,916,0,0,0,2065,103,248,354,102,517,741,165,133,223,1362,105,35,513,17929,16962,495,105,0,8970,967,314,35,8959,8509,8453,2530,2153,2308,2683,2822,1874,1307,1382
13040,7,16,230,190,29,0,114,0,0,49,0,0,0,87,9,16,17,2,18,25,9,0,3,70,3,0,13,1001,978,12,3,0,506,23,7,0,495,484,494,109,89,97,156,128,122,118,130
13041,3,0,53,38,7,0,33,0,0,20,0,0,0,30,2,4,9,NA,5,10,6,1,1,22,1,0,8,275,266,8,1,0,152,9,0,0,123,119,147,18,23,25,37,29,49,45,41
13042,2,12,220,157,39,0,181,0,0,25,0,0,0,128,3,15,30,9,29,42,23,6,6,85,6,0,10,1036,1019,7,6,0,538,17,1,0,498,488,531,111,126,107,121,161,150,102,112
13043,1,1,54,70,10,0,20,0,0,4,0,0,0,9,NA,NA,0,NA,3,6,NA,NA,0,9,0,0,2,217,215,2,0,0,111,2,0,0,106,106,109,5,22,16,19,27,41,47,34
13044,13,34,643,468,104,0,474,0,0,98,0,0,0,408,18,37,54,28,109,162,97,22,32,228,24,7,112,3220,2995,111,24,0,1658,225,82,7,1562,1455,1540,411,391,376,447,473,349,290,322
13045,0,8,160,148,16,0,108,0,0,16,0,0,0,97,7,9,21,4,22,34,15,3,1,73,3,0,19,714,687,19,3,0,346,27,5,0,368,357,330,58,69,74,79,132,82,96,96
13046,6,3,214,140,55,0,73,0,0,31,0,0,0,91,1,4,21,5,25,35,6,0,11,66,5,0,5,725,715,5,5,0,350,10,0,0,375,367,348,42,69,60,104,124,87,104,103
13047,27,72,1655,1141,251,0,762,0,0,290,0,0,0,863,56,99,128,53,276,251,196,138,75,391,58,15,952,8390,7101,874,58,0,4277,1289,264,15,4113,3514,3587,1357,1009,1127,1304,1269,686,577,553
13048,4,1,144,138,20,0,30,0,0,53,0,0,0,57,NA,10,14,4,9,20,1,1,7,47,2,1,1,536,532,1,2,0,274,4,0,1,262,260,272,36,38,58,51,73,85,98,90
13049,4,9,169,113,16,0,169,0,0,26,0,0,0,95,6,6,26,2,13,42,10,7,6,65,8,0,15,883,849,15,8,0,444,34,11,0,439,419,430,100,78,105,99,144,118,102,102
13050,1,3,113,101,19,0,102,0,0,7,0,0,0,72,1,5,21,2,17,26,28,1,8,35,4,0,17,569,522,15,4,0,282,47,26,0,287,262,260,49,57,69,61,97,98,63,56
13051,1,4,97,70,17,0,42,0,0,22,0,0,0,44,5,7,9,1,10,12,4,2,1,35,5,0,2,366,359,2,5,0,196,7,0,0,170,166,193,15,36,43,43,52,62,46,52
13052,36,82,1388,1333,198,0,1074,0,0,209,0,0,0,825,41,101,152,43,246,242,122,91,56,499,41,16,440,7998,7424,439,41,0,3939,574,77,16,4059,3766,3658,1167,933,1075,1126,1141,884,627,675
13053,97,134,3548,2554,779,0,1919,0,0,765,0,0,0,1533,91,235,238,94,455,420,152,141,43,1084,193,52,559,17997,17016,544,193,0,8919,981,177,52,9078,8598,8418,2654,1913,2273,2866,2712,2141,1477,1063
13054,26,55,1086,1404,228,0,646,0,0,163,0,0,0,296,9,31,58,18,97,83,55,28,9,191,26,8,125,6005,5836,121,26,0,3009,169,10,8,2996,2916,2920,803,702,806,754,958,776,499,398
13055,3,1,202,111,13,0,75,0,0,39,0,0,0,71,2,11,16,4,14,24,6,1,10,51,5,0,4,667,657,2,5,0,337,10,1,0,330,324,333,34,66,59,70,99,102,103,116
13056,88,111,2805,1825,592,0,1666,0,0,1213,0,0,0,1441,81,223,228,66,452,391,72,68,78,1080,154,40,154,15368,14885,134,154,0,7742,483,135,40,7626,7373,7512,2842,1633,2221,3047,2226,1207,678,610
13057,2,9,321,303,32,0,153,0,0,38,0,0,0,157,2,15,40,7,17,76,21,20,11,98,3,6,49,1315,1250,49,3,0,689,65,7,6,626,599,651,124,161,120,159,254,156,119,149
13058,29,56,992,840,128,0,645,0,0,116,0,0,0,505,18,57,64,33,162,171,120,38,30,271,36,7,243,5271,4886,230,36,0,2672,385,99,7,2599,2424,2462,775,650,662,750,769,486,441,446
13059,0,0,57,46,5,0,26,0,0,16,0,0,0,27,NA,3,10,NA,4,10,2,NA,2,22,2,0,9,228,217,9,2,0,118,11,0,0,110,102,115,21,20,22,17,43,33,28,39
13060,3,3,85,40,10,0,29,0,0,32,0,0,0,17,NA,1,4,NA,2,10,5,NA,1,9,0,0,18,298,280,18,0,0,161,18,0,0,137,131,149,9,24,22,31,56,51,44,51
13061,51,45,1221,939,282,0,841,0,0,261,0,0,0,806,50,122,157,32,237,208,202,165,29,351,65,12,456,7293,6674,435,65,0,3650,619,86,12,3643,3325,3349,1037,806,959,1063,1141,766,605,554
13062,4,4,164,119,24,0,100,0,0,33,0,0,0,72,1,13,8,7,23,20,16,2,1,48,6,0,2,658,647,2,6,0,338,11,3,0,320,315,332,83,64,106,92,114,76,40,55
13063,28,58,802,671,167,0,501,0,0,224,0,0,0,588,40,66,118,52,168,144,50,24,56,417,33,8,61,4395,4262,57,33,0,2239,133,31,8,2156,2086,2176,523,543,579,570,703,516,317,397
13064,10,16,455,271,96,0,317,0,0,131,0,0,0,199,8,29,32,6,70,54,13,7,10,163,30,9,69,2626,2494,67,30,0,1347,132,24,9,1279,1203,1291,639,214,453,599,302,153,104,70
13065,10,38,531,558,54,0,476,0,0,88,0,0,0,444,25,54,81,40,136,108,44,18,53,299,26,10,218,3532,3265,218,26,0,1810,267,13,10,1722,1595,1670,427,423,432,472,518,379,346,361
13066,12,31,777,642,93,0,389,0,0,71,0,0,0,397,18,47,60,21,116,135,34,29,42,259,53,2,100,3553,3279,97,53,0,1816,274,119,2,1737,1610,1669,657,435,533,596,492,301,200,164
13067,2,8,150,63,5,0,27,0,0,23,0,0,0,52,4,6,7,1,14,20,5,0,2,41,1,0,15,372,356,15,1,0,193,16,0,0,179,173,183,15,37,39,46,65,59,56,43
13068,2,15,277,159,41,0,189,0,0,49,0,0,0,108,4,10,23,8,28,35,24,3,10,64,2,0,2,1178,1166,2,2,0,650,12,8,0,528,520,646,116,148,156,152,182,143,114,124
13069,2,19,196,77,10,0,116,0,0,18,0,0,0,77,1,11,21,2,11,31,22,4,5,45,1,0,8,694,678,8,1,0,359,16,7,0,335,329,349,49,68,60,91,114,83,95,106
13070,7,19,222,179,22,0,88,0,0,36,0,0,0,83,3,8,17,5,23,27,13,6,2,58,2,0,14,924,893,13,2,0,460,31,15,0,464,445,448,110,104,108,123,128,114,93,91
13071,227,249,9230,5170,1924,0,4410,0,0,2815,0,0,0,5313,256,790,925,314,1472,1556,92,421,492,3689,506,144,455,47035,45659,411,506,1,22753,1376,270,144,24282,23538,22121,6597,4715,6122,7050,7002,5860,4183,3244
13072,3,8,171,143,20,0,160,0,0,10,0,0,0,80,3,11,15,7,21,23,20,2,3,51,4,0,60,941,826,60,4,0,520,115,51,0,421,370,456,109,89,108,155,128,94,97,115
13073,2,7,176,112,13,0,70,0,0,12,0,0,0,65,1,4,21,1,8,30,12,2,3,46,1,0,5,559,552,5,1,0,297,7,1,0,262,259,293,44,44,63,59,107,78,77,60
13074,5,10,315,213,39,0,137,0,0,39,0,0,0,89,1,8,13,8,29,30,27,6,4,52,2,0,2,1120,1112,2,2,0,574,8,4,0,546,543,569,139,114,145,152,155,127,126,109
13075,2,1,42,56,2,0,39,0,0,5,0,0,0,12,NA,1,4,NA,4,3,3,NA,1,8,1,0,0,213,212,0,1,0,117,1,0,0,96,95,117,14,26,21,21,36,20,41,26
13076,0,3,162,141,11,0,27,0,0,13,0,0,0,84,1,9,21,2,18,33,23,6,3,48,5,0,3,522,514,3,5,0,250,8,0,0,272,265,249,45,51,49,70,80,54,70,80
13077,20,53,766,476,139,0,425,0,0,157,0,0,0,360,21,47,78,15,82,117,40,36,9,252,18,8,85,4107,3936,84,18,0,2034,171,60,8,2073,1991,1945,474,479,490,518,720,523,308,389
13078,49,63,2257,1670,258,0,1447,0,0,372,0,0,0,993,36,143,181,45,268,320,206,129,66,522,361,21,587,12139,10897,518,361,0,6103,1242,273,21,6036,5450,5447,1818,1362,1625,1863,1803,1169,956,862
13079,93,136,3105,2083,591,0,1661,0,0,542,0,0,0,1554,61,148,209,95,453,588,278,220,67,930,129,19,384,15479,14868,370,129,4,7832,611,75,19,7647,7376,7492,2278,1986,2087,2272,2372,1512,1156,928
13080,0,1,102,64,3,0,48,0,0,8,0,0,0,38,2,7,6,1,7,15,3,2,7,25,2,0,2,324,320,0,2,0,171,4,0,0,153,149,171,9,30,28,36,67,51,52,45
13081,0,7,189,102,17,0,59,0,0,35,0,0,0,95,4,8,21,4,17,41,22,5,2,63,1,0,11,678,663,11,1,0,346,15,3,0,332,325,338,55,97,68,89,139,66,60,73
13082,137,164,4397,4978,1170,0,4549,0,0,1216,0,0,0,4006,230,467,624,264,1157,1264,781,399,297,2218,610,76,2642,35873,31863,2426,610,2,17745,4010,680,76,18128,16120,15743,5832,4205,5106,5792,5134,3378,2586,1938
13083,12,36,443,538,112,0,359,0,0,110,0,0,0,257,13,38,53,16,67,70,26,18,20,177,34,1,46,2977,2852,45,34,0,1495,125,44,1,1482,1421,1431,429,295,384,449,444,306,286,275
13084,6,8,267,178,49,0,117,0,0,25,0,0,0,85,2,10,19,6,26,22,18,4,2,61,5,0,15,995,973,15,5,0,483,22,2,0,512,502,471,111,88,90,120,165,125,106,142
13085,5,33,705,525,92,0,321,0,0,83,0,0,0,231,3,20,38,15,71,84,22,32,9,150,14,6,20,2702,2644,16,14,0,1357,58,18,6,1345,1317,1327,370,371,313,349,406,329,243,233
13086,0,2,61,39,2,0,13,0,0,4,0,0,0,20,NA,2,12,NA,NA,6,1,1,3,15,0,0,0,170,170,0,0,0,90,0,0,0,80,80,90,7,18,4,17,23,18,36,44
13087,213,273,4935,3737,1289,0,3199,0,0,1514,0,0,0,2780,109,341,457,112,820,941,287,291,90,1835,716,76,593,30077,28310,564,716,0,14644,1767,382,76,15433,14517,13793,4568,3390,4003,4729,4770,3168,2074,1801
13088,3,4,189,94,26,0,74,0,0,22,0,0,0,86,NA,6,16,4,21,39,8,3,2,67,1,1,5,688,668,5,1,0,321,20,13,1,367,358,310,79,86,76,90,142,76,47,66
13089,10,20,543,334,49,0,246,0,0,44,0,0,0,133,8,13,31,7,19,55,23,8,24,76,11,0,23,1826,1786,23,11,0,891,40,6,0,935,916,870,157,189,153,226,263,254,251,252
13090,4,21,304,183,27,0,196,0,0,19,0,0,0,140,2,9,26,5,29,69,29,19,5,83,4,0,1,1148,1133,1,4,0,560,15,10,0,588,583,550,91,118,117,145,220,131,120,156
13091,3,2,185,206,16,0,41,0,0,12,0,0,0,52,0,6,16,2,18,10,5,0,3,44,3,0,12,634,614,12,3,0,313,20,5,0,321,311,303,60,54,60,88,106,65,77,99
13092,4,20,455,461,89,0,265,0,0,31,0,0,0,241,5,32,50,4,56,94,37,39,47,110,7,2,65,2078,2004,64,7,0,1062,74,0,2,1016,978,1026,233,236,191,272,331,228,241,246
13093,16,48,863,819,172,0,510,0,0,170,0,0,0,406,13,47,94,17,96,139,76,32,21,250,52,11,392,4935,4465,390,52,0,2446,470,15,11,2489,2265,2200,505,581,512,649,923,577,417,516
13094,1,1,74,66,22,0,45,0,0,7,0,0,0,21,2,1,4,1,3,10,1,0,5,15,0,0,2,290,287,2,0,0,155,3,1,0,135,132,155,3,27,14,41,57,42,48,54
13095,3,0,14,16,0,0,20,0,0,3,0,0,0,3,NA,1,1,NA,1,0,NA,NA,1,2,2,0,0,75,73,0,2,0,41,2,0,0,34,33,40,2,4,6,10,9,13,14,16
13096,25,81,1862,1478,343,0,1132,0,0,259,0,0,0,1073,41,143,191,36,331,331,259,65,132,554,46,14,697,9814,9003,661,46,0,4878,811,54,14,4936,4529,4474,1397,1172,1289,1467,1471,1016,782,698
13097,5,18,621,443,85,0,321,0,0,86,0,0,0,255,10,35,43,7,65,95,83,25,11,130,7,3,95,2791,2582,95,7,0,1410,209,104,3,1381,1287,1295,376,312,313,370,483,326,252,234
13098,13,43,419,433,88,0,328,0,0,67,0,0,0,185,7,25,25,5,46,77,13,9,6,148,12,5,46,2298,2226,41,12,0,1109,72,9,5,1189,1149,1077,230,229,215,288,408,259,281,296
13901,1,9,244,155,27,0,162,0,0,27,0,0,0,100,2,12,22,10,25,29,6,3,15,69,3,0,81,1081,996,80,3,0,568,85,1,0,513,468,528,121,123,152,117,182,114,106,111
13902,4,3,131,63,25,0,80,0,0,20,0,0,0,86,2,5,19,3,22,35,10,3,2,69,2,0,31,553,520,30,2,0,272,33,0,0,281,259,261,59,54,75,77,108,69,41,42
13903,0,1,107,176,7,0,88,0,0,15,0,0,0,43,2,0,14,1,9,17,13,3,1,24,5,0,0,589,568,0,5,0,300,21,16,0,289,276,292,66,54,59,76,87,83,77,57
13904,5,11,121,102,16,0,65,0,0,27,0,0,0,69,2,13,10,1,27,16,34,2,2,29,4,0,112,719,599,112,4,0,354,120,4,0,365,309,290,103,87,107,125,84,81,63,41
14001,11,48,1011,627,130,0,375,0,0,327,0,0,0,197,7,28,50,13,68,31,46,7,27,101,6,4,68,4192,4089,67,6,0,2157,103,25,4,2035,1986,2103,581,432,628,579,610,533,337,313
14002,109,120,3306,1129,491,0,1023,0,0,1213,0,0,0,783,56,146,182,69,230,100,132,44,89,451,31,23,52,13328,13088,49,31,0,6678,240,134,23,6650,6534,6554,1892,1600,1782,2018,2105,1384,1022,832
14003,5,18,396,241,77,0,135,0,0,44,0,0,0,154,10,21,34,4,38,47,7,7,27,108,5,0,11,1486,1463,3,5,0,723,23,7,0,763,747,716,186,149,193,194,209,165,166,172
14004,15,28,537,345,87,0,338,0,0,99,0,0,0,123,9,12,33,9,39,21,18,13,7,74,12,0,57,2391,2282,41,12,0,1191,109,40,0,1200,1152,1130,285,322,297,333,381,232,226,212
14005,71,77,1431,517,236,0,592,0,0,926,0,0,0,873,47,130,203,49,251,193,143,34,80,560,21,13,53,7937,7830,47,21,2,3963,107,18,13,3974,3912,3918,1295,900,1065,1147,1222,814,578,454
14006,8,31,347,400,56,0,141,0,0,101,0,0,0,157,8,13,19,7,55,55,7,6,32,102,7,0,10,1527,1509,10,7,0,752,18,1,0,775,766,743,200,158,175,222,228,174,131,177
14007,99,205,3706,1975,874,0,2066,0,0,1154,0,0,0,1251,51,167,244,100,405,284,220,90,95,741,45,26,356,19284,18377,342,45,3,9829,907,477,26,9455,9226,9151,3012,2686,2557,2669,2909,1946,1300,1116
14008,21,44,765,423,126,0,361,0,0,121,0,0,0,326,22,43,59,18,77,107,14,18,36,233,7,0,25,3255,3214,25,7,0,1572,41,9,0,1683,1660,1554,376,379,342,460,504,326,349,349
14009,24,27,666,350,160,0,294,0,0,122,0,0,0,391,15,64,75,23,103,111,18,23,98,221,12,1,6,2923,2898,4,12,0,1418,25,6,1,1505,1493,1405,284,345,343,322,498,405,276,331
14010,14,63,1262,557,147,0,422,0,0,279,0,0,0,237,18,34,44,27,82,32,42,23,19,131,15,3,27,4966,4881,24,15,0,2478,85,40,3,2488,2440,2441,759,616,664,695,803,473,352,311
14011,3,1,182,123,27,0,78,0,0,24,0,0,0,84,5,7,15,5,19,33,6,2,11,60,0,0,10,661,650,10,0,0,338,11,1,0,323,319,331,76,69,64,107,95,81,75,48
14012,56,95,1881,905,209,0,442,0,0,573,0,0,0,490,39,69,114,44,133,91,167,22,62,188,18,13,68,7417,7291,67,18,0,3691,126,27,13,3726,3662,3629,1045,882,946,1079,1139,803,612,507
14013,153,249,3628,2802,757,0,2849,0,0,1209,0,0,0,1501,71,252,294,94,404,386,199,146,88,918,293,35,208,20341,19716,192,293,0,9905,625,89,35,10436,10066,9650,2701,2401,2396,3006,3319,2291,1664,1452
14014,20,55,847,448,100,0,208,0,0,259,0,0,0,121,9,29,17,5,33,28,28,3,15,61,9,4,48,2933,2862,48,9,0,1512,71,10,4,1421,1384,1478,326,371,330,368,517,351,283,274
14015,16,47,490,304,98,0,268,0,0,229,0,0,0,131,3,11,28,4,49,36,20,10,3,90,3,1,35,2412,2370,35,3,0,1226,42,3,1,1186,1168,1202,249,305,256,291,438,285,205,259
14016,5,14,476,210,40,0,91,0,0,92,0,0,0,115,11,16,29,7,20,32,23,3,10,72,4,4,13,1490,1468,10,4,0,740,22,1,4,750,739,729,156,161,153,195,260,189,148,167
14017,84,138,3480,1298,575,0,1435,0,0,769,0,0,0,999,41,186,195,58,293,226,162,55,97,629,99,17,174,14061,13702,167,99,0,7033,359,69,17,7028,6829,6873,2440,1553,2080,2242,1924,1359,974,746
14018,31,64,842,563,176,0,478,0,0,429,0,0,0,414,17,65,92,17,115,108,53,44,39,254,8,5,13,4383,4339,8,8,0,2166,44,18,5,2217,2192,2147,629,469,590,657,645,539,354,292
14019,71,102,1971,781,343,0,621,0,0,969,0,0,0,408,29,53,78,38,132,78,88,21,41,209,5,7,134,7809,7599,134,5,0,3869,210,64,7,3940,3838,3761,1036,923,1002,1087,1267,832,592,617
14020,0,2,132,42,11,0,27,0,0,12,0,0,0,24,0,2,1,1,11,9,1,0,1,21,2,0,10,379,367,10,2,0,186,12,0,0,193,185,182,22,47,35,38,64,59,53,50
14021,2192,1970,46855,46641,16955,0,37271,0,0,29185,0,0,0,33963,1308,5334,7079,1315,8341,10586,1548,2650,2443,23395,3272,1019,2714,325701,317321,1799,3272,14,156355,8380,1361,1019,169346,164673,152648,49184,34635,42222,51284,49692,36847,26288,18393
14022,15,35,1179,313,130,0,228,0,0,947,0,0,0,248,15,39,52,25,81,36,48,28,22,122,7,0,18,4638,4598,17,7,0,2249,40,15,0,2389,2369,2229,610,567,553,681,738,461,395,374
14023,11,36,556,643,73,0,236,0,0,62,0,0,0,227,7,19,40,11,64,86,15,16,30,159,16,0,8,2411,2385,8,16,0,1202,26,2,0,1209,1195,1190,329,318,272,293,418,273,178,215
14024,5,26,561,255,82,0,298,0,0,165,0,0,0,163,15,26,32,13,44,33,22,19,21,87,15,0,11,2254,2210,9,15,0,1115,44,18,0,1139,1114,1096,291,270,268,325,354,267,180,166
14025,9,53,1000,318,90,0,120,0,0,746,0,0,0,114,9,10,29,13,37,16,17,2,12,69,37,0,32,3329,3260,32,37,0,1671,69,0,0,1658,1616,1644,361,354,396,430,503,428,353,362
14026,20,41,554,262,74,0,204,0,0,128,0,0,0,222,8,28,41,8,52,85,20,26,46,118,3,12,30,2397,2348,30,3,0,1207,49,4,12,1190,1166,1182,306,223,340,335,341,301,206,237
14027,78,115,2174,905,447,0,512,0,0,1486,0,0,0,745,35,133,169,36,255,117,77,42,84,470,51,6,55,9663,9529,49,51,0,4840,134,22,6,4823,4738,4791,1407,1117,1274,1473,1492,1038,712,657
14028,3,1,125,59,3,0,41,0,0,9,0,0,0,59,4,9,8,3,13,22,1,1,28,29,0,0,2,351,349,2,0,0,182,2,0,0,169,168,181,37,32,47,58,49,38,48,29
14029,30,34,1254,675,167,0,426,0,0,231,0,0,0,663,38,79,132,25,166,223,52,43,59,457,28,5,22,4604,4548,22,28,0,2374,56,1,5,2230,2194,2354,423,502,513,593,799,614,509,443
14030,84,123,2401,884,434,0,731,0,0,971,0,0,0,619,35,88,141,50,202,103,143,59,75,297,40,4,181,9783,9522,169,40,0,4886,261,36,4,4897,4765,4757,1649,1218,1400,1439,1423,926,657,542
14031,5,6,170,86,27,0,124,0,0,38,0,0,0,33,5,3,5,3,9,8,3,6,NA,20,3,0,10,672,657,10,3,0,325,15,2,0,347,339,318,82,77,79,73,114,75,60,80
