"municipio","Votosenblanco","Votosnulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","atur","aturhomesmenors24","aturhomes25_44","aturhomesmes45","aturdonesmenors24","aturdones25_44","aturdonesmajors45","aturagricultura","aturindustria","aturconstruccio","aturserveis","americana","asiatica","europeossinespanyoles","totalpoblacion","españoles","totalunioneuropea","ambosexostotalamericana","totaloceaniayapatridas","totalhombres","totalextranjeros","totalafrica","totalasia","totalmujeres","mujeresespanyolas","hombresespanyoles","menores","edad20_29","edad30_39","edad40_49","edad50_59","edad60_69","edad70_79","mayores80"
2086,10,13,752,421,62,0,211,0,0,89,0,0,0,318,11,36,99,12,64,96,37,8,59,208,7,1,13,2657,2634,13,7,0,1375,23,2,1,1282,1270,1364,195,233,225,331,409,347,376,447
2901,10,22,539,396,75,0,329,0,0,61,0,0,0,249,6,22,48,17,75,81,30,21,12,168,12,1,45,2797,2704,35,12,0,1418,93,35,1,1379,1339,1365,441,307,328,433,416,261,242,202
3001,0,2,39,82,10,0,43,0,0,81,0,0,0,18,NA,3,3,1,7,4,1,NA,0,17,5,0,242,632,382,235,5,1,325,250,2,0,307,181,201,40,51,52,78,113,105,116,62
3002,11,26,689,601,217,0,511,0,0,446,0,0,0,376,16,54,108,17,92,89,61,54,28,205,47,18,181,4758,4389,146,47,0,2357,369,123,18,2401,2206,2183,698,508,568,771,762,517,389,309
3003,1,1,85,119,20,0,55,0,0,82,0,0,0,30,2,5,13,1,4,5,3,3,3,20,1,0,38,565,526,38,1,0,306,39,0,0,259,242,284,64,66,57,77,105,80,57,39
3004,2,2,146,79,30,0,79,0,0,77,0,0,0,71,3,9,21,2,15,21,NA,4,6,58,24,1,211,963,718,198,24,0,505,245,9,1,458,334,384,116,92,102,155,176,134,110,35
3005,40,38,1334,1629,354,0,1825,0,0,601,0,0,0,1054,32,140,188,55,266,373,142,239,58,535,388,17,675,12279,9909,643,388,3,6260,2370,1287,17,6019,4948,4961,2193,1528,1832,1953,1655,1126,760,532
3006,2,5,77,82,21,0,43,0,0,129,0,0,0,43,4,2,17,2,6,12,NA,3,7,31,23,10,682,1278,563,675,23,0,640,715,0,10,638,270,293,88,91,64,131,208,234,300,122
3007,0,2,26,24,5,0,21,0,0,56,0,0,0,10,NA,3,4,NA,0,3,1,3,1,5,0,0,33,230,192,33,0,0,117,38,5,0,113,95,97,20,29,22,25,48,31,30,14
3008,1,2,36,36,6,0,24,0,0,15,0,0,0,11,NA,4,3,1,2,1,NA,2,3,6,0,0,4,173,169,4,0,0,93,4,0,0,80,78,91,14,9,21,14,26,34,25,29
3009,315,294,11423,6057,2205,0,4955,0,0,7576,0,0,0,5118,191,707,1082,181,1143,1814,124,1028,327,3364,907,256,1147,58994,55289,1050,907,3,28866,3705,1392,256,30128,28390,26899,8242,6045,7271,9165,9052,7037,5194,3953
3010,1,7,65,69,20,0,31,0,0,74,0,0,0,28,2,3,7,1,4,11,2,11,0,15,1,1,18,410,389,18,1,0,202,21,1,1,208,202,187,44,42,37,70,71,44,42,35
3011,50,66,1551,1086,480,0,1105,0,0,836,0,0,0,971,35,157,221,39,210,309,15,19,71,851,598,385,9252,20482,9915,6663,598,5,10187,10567,327,385,10295,4915,5000,2459,1904,2313,3061,3136,2576,2612,1427
3012,4,17,261,216,66,0,193,0,0,92,0,0,0,161,3,16,27,7,48,60,4,15,20,119,24,20,1416,2935,1436,1349,24,0,1461,1499,39,20,1474,698,738,358,204,298,381,404,531,497,151
3013,3,15,251,278,37,0,146,0,0,70,0,0,0,138,5,23,33,3,31,43,13,39,4,66,8,0,31,1336,1270,28,8,0,668,66,27,0,668,641,629,176,129,168,189,187,176,132,123
3014,1308,1052,44785,40748,15191,0,29671,0,0,25878,0,0,0,27854,1008,4477,6802,894,6272,8401,561,1411,2592,21092,12335,3361,16263,334887,288946,10301,12335,74,162191,45941,13908,3361,172696,150153,138793,49436,35171,44579,56397,49150,37331,27261,18439
3015,46,110,2305,2386,651,0,2385,0,0,1099,0,0,0,1975,82,284,409,90,504,606,139,244,223,1148,363,73,1653,20803,16117,1241,363,0,10510,4686,2597,73,10293,7995,8122,3882,2255,2998,3567,2733,1899,1440,898
3016,0,0,15,24,1,0,14,0,0,12,0,0,0,3,NA,NA,1,NA,NA,2,NA,NA,1,2,1,0,11,113,101,11,1,0,57,12,0,0,56,48,53,7,12,10,14,13,19,18,14
3017,4,6,94,31,11,0,49,0,0,119,0,0,0,25,NA,3,4,1,7,10,0,9,4,11,2,0,6,493,452,6,2,0,238,41,33,0,255,237,215,69,51,71,101,74,41,27,30
3018,54,80,2440,2162,638,0,1134,0,0,1915,0,0,0,1424,45,214,355,58,332,420,30,39,134,1186,875,384,5547,22290,14993,4306,875,5,10911,7297,486,384,11379,7705,7288,2975,2160,2742,3756,3567,2654,2069,1190
3019,86,155,3157,2704,900,0,2441,0,0,1617,0,0,0,1860,85,278,438,65,402,592,248,340,157,925,378,76,786,20714,19290,692,378,2,10435,1424,182,76,10279,9563,9727,3466,2163,2975,3565,2810,2120,1475,1028
3020,1,0,22,22,6,0,8,0,0,23,0,0,0,16,1,2,6,NA,2,5,NA,NA,2,14,0,0,28,131,103,28,0,0,73,28,0,0,58,50,53,9,16,7,16,27,23,21,8
3021,23,80,1123,1206,278,0,775,0,0,881,0,0,0,357,9,40,46,17,87,158,8,132,7,181,93,122,46,7068,6725,40,93,0,3538,343,82,122,3530,3374,3351,1039,759,882,1083,1043,801,645,447
3022,1,4,21,42,5,0,19,0,0,32,0,0,0,4,NA,0,3,NA,0,1,0,NA,NA,4,4,0,5,151,142,4,4,0,74,9,0,0,77,71,71,8,8,13,19,25,25,29,19
3023,9,16,343,311,66,0,136,0,0,238,0,0,0,81,6,7,15,5,19,29,7,23,3,43,12,1,61,1685,1602,59,12,0,852,83,9,1,833,800,802,207,182,198,266,250,186,171,159
3024,19,40,976,911,170,0,623,0,0,217,0,0,0,435,20,62,98,28,94,133,23,70,62,251,45,11,366,5402,4738,328,45,0,2699,664,242,11,2703,2379,2359,804,628,713,826,776,523,469,374
3025,4,10,252,268,49,0,295,0,0,54,0,0,0,141,5,20,36,0,32,48,13,26,21,74,30,3,232,1942,1656,215,30,0,1001,286,21,3,941,793,863,337,156,323,334,248,194,159,98
3026,7,12,294,195,54,0,141,0,0,263,0,0,0,125,8,20,30,1,22,44,1,3,14,100,71,3,363,2092,1626,332,71,0,1061,466,29,3,1031,798,828,298,183,294,349,297,256,195,118
3027,1,4,43,36,7,0,22,0,0,24,0,0,0,9,NA,1,3,0,1,4,1,NA,NA,8,1,1,33,232,197,33,1,0,106,35,0,1,126,112,85,30,20,26,36,34,34,25,19
3028,7,13,235,190,30,0,97,0,0,198,0,0,0,75,3,10,18,0,16,28,6,17,8,42,10,0,43,1118,1052,43,10,1,571,66,12,0,547,509,543,81,110,99,151,207,137,137,140
3029,2,2,66,41,8,0,13,0,0,40,0,0,0,9,1,0,1,NA,2,5,NA,1,0,7,6,1,206,490,277,202,6,0,253,213,0,1,237,134,143,43,26,28,66,82,87,104,47
3030,2,9,135,76,30,0,54,0,0,128,0,0,0,55,2,7,13,1,16,16,3,4,7,41,23,0,388,1095,662,371,23,2,545,433,20,0,550,333,329,108,86,94,150,184,166,188,72
3031,168,216,7743,6735,1750,0,4595,0,0,3410,0,0,0,5559,233,982,1183,171,1292,1698,51,116,269,5059,3065,3827,10387,68721,49126,8590,3065,10,34250,19595,2306,3827,34471,25002,24124,8641,7555,10006,10852,10048,8833,6115,3628
3032,0,0,18,23,4,0,18,0,0,18,0,0,0,9,NA,1,4,NA,1,3,NA,1,3,5,0,0,0,105,105,0,0,0,60,0,0,0,45,45,60,5,8,10,15,27,17,8,12
3033,0,4,15,19,7,0,17,0,0,14,0,0,0,12,1,1,5,NA,3,2,1,NA,1,10,0,0,19,140,121,16,0,0,73,19,0,0,67,58,63,11,10,6,27,29,15,20,12
3034,5,18,276,308,71,0,193,0,0,147,0,0,0,176,12,32,34,10,28,60,2,13,24,131,26,62,1476,3322,1727,1366,26,2,1615,1595,29,62,1707,901,826,385,268,314,394,526,589,502,199
3035,2,0,184,121,16,0,56,0,0,94,0,0,0,59,5,9,16,3,6,20,1,9,3,44,2,0,31,724,691,30,2,0,377,33,0,0,347,330,361,48,61,72,88,120,118,110,81
3036,1,2,12,21,10,0,4,0,0,23,0,0,0,5,NA,0,3,0,NA,2,NA,1,2,2,0,0,2,97,95,2,0,0,47,2,0,0,50,49,46,7,12,12,17,18,19,7,3
3037,3,6,82,46,31,0,32,0,0,59,0,0,0,35,3,8,5,0,7,12,1,1,NA,32,8,0,81,483,393,70,8,0,242,90,1,0,241,197,196,53,42,54,77,80,74,51,39
3038,3,6,89,69,7,0,48,0,0,36,0,0,0,19,1,2,6,NA,3,7,1,3,2,12,4,0,31,409,374,30,4,0,207,35,0,0,202,183,191,34,34,43,53,68,67,58,41
3039,0,0,17,16,5,0,11,0,0,12,0,0,0,13,NA,3,6,NA,2,2,NA,NA,1,12,0,0,13,106,93,13,0,0,59,13,0,0,47,41,52,5,12,5,12,24,21,14,9
3040,1,6,46,66,8,0,25,0,0,72,0,0,0,17,NA,4,5,0,1,7,0,2,NA,14,4,1,104,418,308,99,4,1,187,110,0,1,231,167,141,50,18,39,57,70,50,64,58
3041,22,37,1034,1070,204,0,677,0,0,1071,0,0,0,648,22,101,152,21,163,189,16,30,88,495,339,69,2947,11005,7360,2657,339,7,5415,3645,283,69,5590,3758,3602,1386,1009,1245,1773,1695,1392,1279,719
3042,7,10,247,282,82,0,182,0,0,220,0,0,0,125,4,20,24,4,42,31,1,6,13,99,112,73,2281,4276,1724,2001,112,3,2106,2552,83,73,2170,871,853,475,321,415,560,622,685,797,266
3043,27,26,799,604,143,0,259,0,0,478,0,0,0,217,11,23,48,6,40,89,10,59,6,119,12,10,90,3671,3540,80,12,0,1799,131,19,10,1872,1805,1735,555,341,433,605,559,409,329,241
3044,13,46,849,1074,249,0,889,0,0,273,0,0,0,570,13,86,115,17,159,180,55,76,93,303,111,23,491,6733,5666,384,111,0,3382,1067,442,23,3351,2846,2820,1124,802,1006,1155,891,606,486,306
3045,1,4,51,65,5,0,27,0,0,19,0,0,0,14,NA,1,5,0,4,4,0,NA,0,14,1,1,168,420,239,158,1,0,220,181,11,1,200,116,123,30,37,37,65,73,69,65,25
3046,7,12,291,295,75,0,169,0,0,204,0,0,0,147,10,19,33,3,30,52,5,13,13,113,42,2,916,2978,2015,862,42,1,1516,963,2,2,1462,990,1025,389,257,261,466,529,398,415,105
3047,41,76,1966,1471,446,0,926,0,0,1083,0,0,0,1510,69,262,347,61,366,405,22,40,167,1248,908,481,8274,22725,12006,6910,908,0,11480,10719,1056,481,11245,5914,6092,2959,2363,2913,3518,3199,2818,2602,1283
3048,13,47,830,1049,212,0,740,0,0,609,0,0,0,465,20,82,113,30,116,104,102,8,44,305,416,11,720,7373,6043,670,416,1,3762,1330,182,11,3611,3032,3011,1114,750,1024,1241,1059,782,552,449
3049,57,87,2115,2489,518,0,2574,0,0,948,0,0,0,1557,83,231,316,62,414,451,112,293,125,866,268,37,504,19038,15060,258,268,1,9714,3978,3168,37,9324,7526,7534,3569,2191,2799,3131,2418,1641,1300,946
3050,70,94,3388,3269,1215,0,2423,0,0,2432,0,0,0,1736,62,263,401,60,397,553,26,99,186,1346,759,189,3527,28349,23416,3058,759,12,13796,4933,446,189,14553,11950,11466,3971,2608,3550,4776,4413,3288,2650,1566
3051,4,2,102,87,15,0,36,0,0,40,0,0,0,18,NA,3,6,NA,2,7,4,4,1,8,1,0,15,415,398,15,1,0,211,17,1,0,204,194,204,49,40,58,55,77,52,31,33
3052,4,12,179,272,37,0,145,0,0,95,0,0,0,49,1,2,4,2,14,26,3,11,0,32,2,1,27,1220,1181,16,2,0,606,39,9,1,614,598,583,195,111,133,205,189,131,108,86
3053,40,83,1191,1415,489,0,1069,0,0,1144,0,0,0,754,29,95,141,30,195,264,16,245,68,365,175,66,641,10124,9009,592,175,0,5149,1115,233,66,4975,4440,4569,1425,1128,1313,1741,1516,1180,854,499
3054,2,3,70,69,14,0,32,0,0,56,0,0,0,29,1,6,10,1,4,7,0,2,3,22,0,0,69,449,372,69,0,0,236,77,8,0,213,182,190,35,29,42,62,66,70,68,66
3055,16,44,738,995,248,0,1199,0,0,442,0,0,0,711,25,83,152,25,196,230,39,180,49,390,111,60,1289,8639,6678,1230,111,1,4307,1961,500,60,4332,3336,3342,1485,846,1137,1396,1188,936,775,405
3056,29,84,1994,1259,381,0,951,0,0,1417,0,0,0,936,37,104,208,36,182,369,17,231,64,557,88,29,288,11511,10134,242,88,0,5868,1377,972,29,5643,5051,5083,1548,1196,1510,1752,1789,1478,954,713
3057,0,2,31,31,11,0,27,0,0,34,0,0,0,20,1,4,7,NA,6,2,1,2,1,15,3,0,18,187,159,16,3,0,106,28,7,0,81,66,93,12,11,14,27,22,34,40,25
3058,20,64,767,1212,213,0,1128,0,0,298,0,0,0,481,30,75,111,18,138,109,39,69,32,306,184,15,226,7297,6130,152,184,0,3722,1167,742,15,3575,2996,3134,1304,877,1106,1246,973,600,482,346
3059,89,103,3382,3511,806,0,3862,0,0,2774,0,0,0,3245,120,430,715,114,705,1161,113,997,214,1646,321,91,796,28952,25465,729,321,5,14627,3487,2274,91,14325,12650,12815,4865,3136,3996,4813,4086,3059,2141,1284
3060,0,1,20,10,3,0,17,0,0,26,0,0,0,6,1,2,2,NA,NA,1,2,NA,NA,4,1,0,9,122,112,9,1,0,66,10,0,0,56,50,62,9,3,11,16,19,32,13,15
3061,5,6,160,212,78,0,257,0,0,65,0,0,0,142,5,15,40,11,32,39,8,14,13,91,12,2,338,1737,1270,313,12,0,852,467,115,2,885,639,631,228,179,192,257,260,218,195,116
3062,3,1,37,26,34,0,43,0,0,27,0,0,0,31,0,1,10,2,7,11,2,3,4,20,14,6,415,690,252,402,14,0,354,438,3,6,336,124,128,50,41,42,89,112,148,148,33
3063,164,135,5731,3664,1517,0,2545,0,0,4106,0,0,0,3425,149,520,849,106,715,1086,33,165,405,2656,1830,485,6290,42166,33025,4758,1830,11,20419,9141,525,485,21747,16926,16099,5923,4326,5218,7274,6739,5012,3514,1949
3064,15,53,949,894,253,0,1002,0,0,290,0,0,0,643,26,96,138,32,152,199,49,155,58,316,110,14,567,7470,6184,530,110,0,3740,1286,595,14,3730,3068,3116,1240,879,959,1160,1120,692,613,413
3065,1045,868,34510,29394,9985,0,24954,0,0,17981,0,0,0,23006,752,3189,4788,756,5220,8301,788,5515,1606,13586,5729,2652,8178,232517,208108,6924,5729,15,115151,24409,7835,2652,117366,105744,102364,36934,24625,33250,40071,32943,25289,16487,10885
3066,358,335,9164,6275,2450,0,5098,0,0,4454,0,0,0,5422,244,744,1065,218,1110,2041,148,1604,302,2915,1027,228,902,52618,49939,688,1027,10,25639,2679,512,228,26979,25609,24330,7227,5662,6773,8119,7686,6639,4653,3262
3067,0,0,25,20,0,0,18,0,0,12,0,0,0,10,1,2,2,NA,1,4,1,1,NA,8,2,0,3,106,100,3,2,0,52,6,1,0,54,51,49,7,10,11,14,19,15,15,15
3068,0,1,4,25,2,0,4,0,0,2,0,0,0,2,NA,0,2,NA,NA,0,NA,0,NA,2,0,0,5,47,42,5,0,0,24,5,0,0,23,19,23,1,3,1,6,7,15,9,5
3069,11,25,518,592,156,0,435,0,0,329,0,0,0,399,11,61,95,11,106,115,1,10,20,366,254,80,2130,6715,4078,1566,254,2,3440,2637,171,80,3275,1942,2136,1032,608,1178,1254,1017,705,485,211
3070,9,23,346,377,85,0,339,0,0,202,0,0,0,282,13,41,70,7,71,80,20,29,25,198,63,19,1229,4191,2593,1149,63,0,2105,1598,287,19,2086,1287,1306,592,405,516,641,647,568,399,196
3071,27,45,699,738,150,0,283,0,0,868,0,0,0,318,9,47,78,7,83,94,4,31,27,239,244,19,640,6049,4807,597,244,3,3082,1242,336,19,2967,2373,2434,845,613,756,936,965,717,553,353
3072,3,4,87,35,15,0,37,0,0,84,0,0,0,30,1,5,12,NA,5,7,2,6,4,16,0,0,44,452,408,44,0,0,227,44,0,0,225,201,207,55,38,48,63,74,83,53,26
3073,0,0,66,47,1,0,25,0,0,35,0,0,0,24,1,3,4,NA,3,13,2,2,NA,19,1,0,9,249,239,9,1,0,140,10,0,0,109,103,136,14,34,29,29,53,27,35,22
3074,4,11,295,386,168,0,367,0,0,100,0,0,0,185,8,38,31,13,48,47,19,27,13,114,69,2,84,2580,2139,69,69,0,1362,441,286,2,1218,1015,1124,435,260,469,477,305,185,186,137
3075,1,2,16,25,17,0,27,0,0,25,0,0,0,10,NA,2,1,NA,2,5,1,NA,1,8,1,2,53,217,161,48,1,0,111,56,0,2,106,79,82,10,22,24,29,48,41,17,18
3076,40,76,1854,1582,467,0,1158,0,0,850,0,0,0,991,48,163,222,24,257,277,19,91,95,770,288,185,3887,15348,10590,2636,288,0,7492,4758,398,185,7856,5391,5199,2140,1320,1925,2510,2233,1823,1737,886
3077,10,20,261,312,64,0,221,0,0,141,0,0,0,148,4,20,43,4,30,47,12,33,5,80,11,9,904,2544,1613,893,11,2,1306,931,5,9,1238,791,822,226,212,230,303,383,531,369,198
3078,0,4,68,122,21,0,94,0,0,27,0,0,0,49,NA,8,13,2,14,12,3,12,6,25,8,10,608,1198,569,599,8,2,616,629,1,10,582,259,310,103,53,84,143,189,284,237,74
3079,152,182,3841,3236,1211,0,2189,0,0,2432,0,0,0,1829,54,223,316,59,373,804,54,707,80,860,401,136,681,23489,22173,656,401,2,11747,1316,96,136,11742,11119,11054,3378,2468,3136,3980,3462,2678,1907,1261
3080,4,8,243,308,46,0,349,0,0,67,0,0,0,145,2,15,35,7,32,54,8,28,14,85,26,0,339,2022,1601,314,26,0,1030,421,56,0,992,769,832,280,213,221,310,342,231,194,133
3081,12,26,272,216,54,0,164,0,0,309,0,0,0,134,7,21,41,4,23,38,0,7,9,113,67,8,778,2739,1786,759,67,5,1378,953,95,8,1361,879,907,343,227,323,379,378,428,357,193
3082,51,95,2201,1975,620,0,1483,0,0,1807,0,0,0,1508,50,254,379,59,339,427,19,42,191,1176,1552,549,8801,27604,15779,7979,1552,25,13681,11825,898,549,13923,7962,7817,3762,2625,3404,4122,4156,3523,3200,1503
3083,39,62,1340,727,277,0,446,0,0,752,0,0,0,302,22,46,76,14,57,87,7,106,15,160,73,14,187,6865,6469,166,73,0,3342,396,122,14,3523,3327,3142,891,704,858,991,1119,870,603,542
3084,1,0,149,113,19,0,52,0,0,78,0,0,0,38,1,3,11,1,7,15,1,10,3,24,1,0,29,578,548,29,1,0,284,30,0,0,294,276,272,35,60,60,62,103,82,80,77
3085,5,2,51,78,14,0,24,0,0,53,0,0,0,24,NA,3,5,3,4,9,NA,1,4,16,5,0,604,935,319,591,5,0,474,616,7,0,461,156,163,82,63,72,100,173,176,193,57
3086,2,0,42,25,8,0,18,0,0,38,0,0,0,8,1,2,2,0,1,2,0,1,1,6,0,0,57,237,180,56,0,0,127,57,0,0,110,86,94,13,21,26,30,43,50,34,13
3088,29,69,998,830,357,0,1062,0,0,604,0,0,0,516,23,116,112,19,135,111,123,71,48,234,251,37,335,8165,7273,307,251,0,4292,892,269,37,3873,3523,3750,1329,832,1411,1535,1133,697,477,331
3089,51,133,2093,1543,436,0,1147,0,0,1112,0,0,0,1234,37,160,289,29,249,470,39,469,72,589,242,40,470,12167,11376,439,242,0,6069,791,39,40,6098,5706,5670,1684,1235,1558,1940,1806,1450,1058,878
3090,75,127,3373,2949,1136,0,2340,0,0,2284,0,0,0,1563,62,274,370,37,372,448,34,109,148,1212,502,86,1833,25352,22456,1560,502,9,12662,2896,466,86,12690,11197,11259,4280,2557,3432,4711,3765,2691,1536,909
3091,2,1,52,90,4,0,16,0,0,26,0,0,0,22,2,5,2,0,6,7,1,2,0,15,6,0,189,470,275,187,6,0,220,195,0,0,250,147,128,35,27,26,45,73,100,87,62
3092,35,66,1285,966,312,0,722,0,0,1429,0,0,0,642,26,87,114,6,162,247,20,151,41,389,65,31,256,9324,8228,244,65,4,4637,1096,740,31,4687,4181,4047,1553,939,1271,1616,1333,979,640,532
3093,113,175,4184,2929,1091,0,2626,0,0,2491,0,0,0,2157,88,360,553,62,438,656,327,474,170,999,506,92,845,25651,23752,757,506,2,12770,1899,454,92,12881,12035,11717,3688,2842,3388,4363,3849,2700,1980,1424
3094,37,47,1449,1733,601,0,1345,0,0,1165,0,0,0,1032,49,159,190,32,269,333,22,33,78,885,497,155,5223,18603,12314,4388,497,4,9425,6289,410,155,9178,5942,6372,2979,1689,2572,3417,2689,1998,1553,829
3095,31,43,949,745,218,0,422,0,0,960,0,0,0,568,20,90,147,14,121,176,8,27,59,445,247,47,546,6894,5816,426,247,1,3460,1078,237,47,3434,2889,2927,1069,713,1013,1208,982,711,535,332
3096,38,74,1285,945,344,0,728,0,0,885,0,0,0,545,18,71,122,16,111,207,14,248,30,221,109,13,285,7507,6984,266,109,0,3757,523,116,13,3750,3502,3482,1101,732,1058,1200,1132,911,561,434
3097,5,14,186,182,30,0,80,0,0,270,0,0,0,83,1,18,19,0,18,27,2,2,10,65,18,10,892,2174,1225,868,18,0,1074,949,29,10,1100,626,599,248,144,178,269,292,388,403,186
3098,1,4,140,49,26,0,63,0,0,81,0,0,0,51,3,9,12,NA,11,16,1,3,3,43,4,1,119,736,602,116,4,0,379,134,10,1,357,300,302,82,63,90,123,120,121,71,41
3099,196,337,7035,9147,2628,0,7320,0,0,3139,0,0,0,4967,182,698,1202,174,1147,1564,294,533,615,3194,1715,1009,19172,77414,52510,16166,1715,12,38360,24904,2996,1009,39054,26578,25932,10800,7603,9186,11922,11199,9831,8611,4358
3100,0,6,111,95,23,0,16,0,0,123,0,0,0,37,2,6,14,1,3,11,1,NA,7,28,7,3,346,929,568,333,7,0,446,361,5,3,483,295,273,71,63,83,98,154,165,172,81
3101,16,40,921,573,191,0,361,0,0,1321,0,0,0,509,14,65,140,13,121,156,10,47,40,385,214,30,1328,7699,5950,1223,214,7,3809,1749,170,30,3890,3000,2950,1073,701,961,1237,1176,944,818,428
3102,36,53,1324,1032,291,0,678,0,0,1626,0,0,0,514,17,75,108,29,144,141,35,32,59,359,92,43,1252,10128,8580,1089,92,0,5057,1548,161,43,5071,4309,4271,1249,892,1160,1543,1514,1258,1223,792
3103,2,2,70,36,11,0,27,0,0,44,0,0,0,14,1,2,5,NA,3,3,NA,0,1,11,5,0,13,292,272,13,5,0,152,20,2,0,140,131,141,28,24,29,46,53,39,37,33
3104,218,255,5957,3967,1789,0,3413,0,0,3694,0,0,0,3712,144,410,761,106,697,1594,50,1469,196,1762,355,116,322,34276,33378,224,355,5,17039,898,100,116,17237,16778,16600,5364,3416,4535,6014,5462,3743,2180,1637
3105,27,87,1068,964,256,0,979,0,0,451,0,0,0,567,28,84,137,12,126,180,70,184,32,226,150,49,901,7966,6702,832,150,0,4026,1264,164,49,3940,3315,3387,1180,830,1040,1283,1244,918,586,471
3106,3,4,142,165,16,0,46,0,0,87,0,0,0,38,2,2,14,NA,6,14,7,10,3,17,2,0,67,693,624,65,2,0,375,69,0,0,318,288,336,47,48,70,77,120,128,100,74
3107,13,20,451,382,140,0,309,0,0,411,0,0,0,308,11,45,71,12,82,87,9,8,25,262,145,12,1162,4965,3486,903,145,0,2541,1479,160,12,2424,1702,1784,804,435,785,923,722,520,357,204
3109,14,35,750,606,131,0,446,0,0,180,0,0,0,397,15,51,90,16,101,124,33,49,57,236,87,1,185,4498,3766,154,87,0,2240,732,459,1,2258,1878,1888,824,490,681,771,616,334,266,216
3110,0,0,42,59,6,0,37,0,0,109,0,0,0,16,0,4,3,NA,8,1,NA,2,2,11,13,1,259,653,380,223,13,0,334,273,0,1,319,188,192,67,43,63,81,99,118,122,37
3111,23,40,1007,1094,239,0,940,0,0,401,0,0,0,750,33,103,163,24,184,243,42,121,95,422,142,35,160,7869,6933,138,142,5,4069,936,594,35,3800,3387,3546,1372,901,1233,1274,1084,720,430,421
3112,3,6,136,197,12,0,63,0,0,76,0,0,0,62,2,9,17,1,17,16,4,4,5,45,13,0,420,1160,725,404,13,0,599,435,2,0,561,346,379,101,64,117,173,201,222,175,75
3113,23,43,964,704,175,0,664,0,0,363,0,0,0,584,24,92,157,18,114,179,25,60,86,400,238,319,10550,16963,5307,8886,238,7,8617,11656,542,319,8346,2578,2729,1484,1067,1357,1729,2441,3490,3732,1158
3114,4,16,361,304,51,0,276,0,0,129,0,0,0,136,6,16,33,4,35,42,25,34,5,61,47,5,489,2434,1886,478,47,0,1263,548,7,5,1171,893,993,290,180,282,359,354,379,294,189
3115,3,0,56,58,8,0,28,0,0,53,0,0,0,23,1,4,6,NA,3,9,1,1,3,16,2,0,115,408,283,113,2,0,198,125,8,0,210,146,137,30,25,41,47,60,64,95,36
3116,5,14,188,235,61,0,147,0,0,160,0,0,0,168,7,18,33,2,31,77,4,56,10,90,18,1,191,1601,1390,187,18,0,826,211,1,1,775,675,715,217,142,233,223,274,199,142,100
3117,2,4,75,75,13,0,42,0,0,91,0,0,0,37,3,1,8,1,9,15,0,3,4,29,17,0,206,667,444,186,17,0,341,223,0,0,326,214,230,65,37,65,85,112,104,126,48
3118,8,19,397,405,118,0,460,0,0,184,0,0,0,409,12,53,113,22,83,126,15,41,41,286,87,114,4450,7855,2901,4224,87,3,3964,4954,300,114,3891,1400,1501,718,460,621,860,1126,1671,1675,479
3119,81,88,3242,3100,1177,0,2132,0,0,2281,0,0,0,1579,57,274,319,58,363,508,22,81,134,1284,809,205,1353,23915,21240,1106,809,2,11538,2675,306,205,12377,10976,10264,3808,2333,3240,4292,3473,2429,1698,1353
3120,13,36,534,420,103,0,344,0,0,214,0,0,0,322,26,48,78,14,68,88,17,17,41,228,78,94,2763,6034,2943,2535,78,0,3044,3091,156,94,2990,1433,1510,754,534,604,838,869,902,908,372
3121,103,117,3528,3929,1166,0,3249,0,0,2302,0,0,0,2757,86,460,563,91,714,843,24,257,202,2186,949,499,3523,32306,26795,2826,949,6,16225,5511,534,499,16081,13381,13414,4894,3048,4826,5973,4562,3409,2652,1471
3122,230,226,8508,5507,2917,0,6224,0,0,5749,0,0,0,4462,174,705,902,149,1126,1406,73,360,411,3377,1124,530,1417,58385,54630,1023,1124,0,28864,3755,684,530,29521,27575,27055,9823,6337,8869,10774,7957,5611,3631,2203
3123,50,75,1623,1286,439,0,1203,0,0,738,0,0,0,861,31,120,170,28,187,325,39,288,42,407,123,28,424,9845,9258,398,123,0,4968,587,12,28,4877,4591,4667,1455,1076,1314,1584,1484,1177,777,453
3124,0,2,121,75,6,0,32,0,0,119,0,0,0,26,NA,8,5,NA,7,6,1,1,1,22,4,0,59,580,513,53,4,1,306,67,3,0,274,243,270,48,48,59,87,116,52,74,74
3125,2,0,58,55,2,0,39,0,0,68,0,0,0,39,NA,6,9,1,10,13,2,NA,3,33,14,0,128,584,403,128,14,0,302,181,39,0,282,196,207,78,42,78,86,104,63,69,40
3127,1,5,89,72,10,0,34,0,0,47,0,0,0,34,2,9,10,2,5,6,1,NA,1,31,14,0,226,646,405,222,14,0,335,241,1,0,311,199,206,50,52,44,86,115,105,84,80
3128,18,30,621,689,219,0,569,0,0,649,0,0,0,531,24,83,106,12,151,155,15,20,50,433,585,198,4669,11112,5289,4341,585,7,5541,5823,364,198,5571,2682,2607,1335,958,1232,1570,1546,1496,1713,759
3129,4,11,238,243,72,0,194,0,0,158,0,0,0,94,2,12,25,3,17,35,2,26,4,59,16,4,163,1614,1422,162,16,0,851,192,9,4,763,663,759,181,154,171,268,289,205,186,101
